record_id,hs_code,description,year,value_usd,quantity_t,quantity_status,reporter,partner,unit_value_usd_per_kg,source_ids,evidence_label,confidence,demand_evidence_type,notes
IMP-095,110900,Wheat gluten,2019,11770415,9620.1,reported by China,"China (exporter-reported, FOB)",Vietnam,1.22,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade.
IMP-096,110900,Wheat gluten,2020,14276300,11535.2,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 10.41 M; Germany USD 1.97 M; Belgium USD 1.29 M; Australia USD 0.32 M,1.24,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 7 reporters; 0% of value has estimated quantity.
IMP-097,110900,Wheat gluten,2020,10412548,8762.8,reported by China,"China (exporter-reported, FOB)",Vietnam,1.19,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade.
IMP-098,110900,Wheat gluten,2021,23179671,15900.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 12.73 M; Belgium USD 7.64 M; Australia USD 1.10 M; Germany USD 1.06 M,1.46,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 7 reporters; 0% of value has estimated quantity.
IMP-099,110900,Wheat gluten,2021,12730857,9680.5,reported by China,"China (exporter-reported, FOB)",Vietnam,1.32,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade.
IMP-100,110900,Wheat gluten,2022,33396754,18343.2,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 25.32 M; Belgium USD 7.59 M; Australia USD 0.26 M; France USD 0.17 M,1.82,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 7 reporters; 0% of value has estimated quantity.
IMP-101,110900,Wheat gluten,2022,25321972,13628.9,reported by China,"China (exporter-reported, FOB)",Vietnam,1.86,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade.
IMP-102,110900,Wheat gluten,2023,28757619,16663.9,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 17.85 M; Australia USD 3.98 M; Belgium USD 2.93 M; Netherlands USD 2.09 M,1.73,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 6 reporters; 0% of value has estimated quantity.
IMP-103,110900,Wheat gluten,2023,17850282,10338.0,reported by China,"China (exporter-reported, FOB)",Vietnam,1.73,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade.
IMP-104,110900,Wheat gluten,2024,23057934,19009.4,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 19.12 M; Belgium USD 3.51 M; Australia USD 0.27 M; France USD 0.14 M,1.21,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 6 reporters; 0% of value has estimated quantity.
IMP-105,110900,Wheat gluten,2024,19117308,15834.1,reported by China,"China (exporter-reported, FOB)",Vietnam,1.21,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade.
IMP-106,110900,Wheat gluten,2025,28765412,21991.3,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 25.37 M; Belgium USD 2.53 M; Australia USD 0.56 M; France USD 0.30 M,1.31,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 5 reporters; 0% of value has estimated quantity. 2025 may be incomplete.
IMP-107,110900,Wheat gluten,2025,25368892,19411.1,reported by China,"China (exporter-reported, FOB)",Vietnam,1.31,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade.
IMP-108,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2019,40082642,13852.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA 14.69M/1022t; Other Asia nes (Taiwan) 8.54M/2802t; China 7.90M/6615t; India 2.41M/1454t; Spain 1.61M/511t; Australia 1.05M/23t,2.89,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; per-reporter values rounded to USD 0.01 M.
IMP-109,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2019,7900000,6615.0,reported by China,"China (exporter-reported, FOB)",Vietnam,1.19,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade; value rounded to USD 0.01 M.
IMP-110,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2020,45956578,15530.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA 20.55M/987t; China 11.64M/9741t; Other Asia nes (Taiwan) 6.88M/2262t; Spain 1.81M/530t; Netherlands 1.30M/488t; India 1.04M/1063t,2.96,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; per-reporter values rounded to USD 0.01 M.
IMP-111,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2020,11640000,9741.0,reported by China,"China (exporter-reported, FOB)",Vietnam,1.19,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade; value rounded to USD 0.01 M.
IMP-112,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2021,50223183,13425.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA 23.58M/1054t; China 11.98M/7151t; Other Asia nes (Taiwan) 6.02M/1890t; Netherlands 2.58M/864t; India 1.95M/1807t; Spain 1.14M/289t,3.74,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; per-reporter values rounded to USD 0.01 M.
IMP-113,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2021,11980000,7151.0,reported by China,"China (exporter-reported, FOB)",Vietnam,1.68,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade; value rounded to USD 0.01 M.
IMP-114,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2022,37423259,10172.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA 13.69M/699t; China 10.65M/5639t; Other Asia nes (Taiwan) 6.84M/1880t; India 1.43M/1157t; Korea 0.78M/146t; Netherlands 0.76M/263t,3.68,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; per-reporter values rounded to USD 0.01 M.
IMP-115,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2022,10650000,5639.0,reported by China,"China (exporter-reported, FOB)",Vietnam,1.89,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade; value rounded to USD 0.01 M.
IMP-116,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2023,40332700,12572.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA 14.04M/720t; China 12.63M/7957t; Other Asia nes (Taiwan) 5.03M/1495t; India 1.52M/1357t; Canada 1.46M/63t; Netherlands 1.08M/322t,3.21,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; per-reporter values rounded to USD 0.01 M.
IMP-117,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2023,12630000,7957.0,reported by China,"China (exporter-reported, FOB)",Vietnam,1.59,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade; value rounded to USD 0.01 M.
IMP-118,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2024,40294009,15232.9,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA USD 13.21 M; China USD 13.16 M; Other Asia nes (Taiwan) USD 4.55 M; Canada USD 2.54 M,2.65,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 33 reporters; 0% of value has estimated quantity.
IMP-119,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2024,13155938,10029.1,reported by China,"China (exporter-reported, FOB)",Vietnam,1.31,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade.
IMP-120,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2025,39374198,15304.1,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA USD 19.18 M; China USD 12.62 M; India USD 2.33 M; Netherlands USD 1.36 M,2.57,BUY-02,VN-direct,Medium,revealed,"Partner-reported FOB exports; 29 reporters; 49% of value has estimated quantity. Malaysia row (19,803 t for USD 0.33 M) excluded as a data error. 2025 may be incomplete."
IMP-121,210610,"Protein concentrates and textured protein substances (incl. TVP, soy protein concentrate, some isolates as declared, protein supplement premixes)",2025,12618124,10201.5,reported by China,"China (exporter-reported, FOB)",Vietnam,1.24,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade.
IMP-122,350110,Casein,2019,999427,163.3,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",Netherlands USD 0.50 M; Poland USD 0.18 M; New Zealand USD 0.10 M; China USD 0.09 M,6.12,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 11 reporters; 0% of value has estimated quantity.
IMP-123,350110,Casein,2020,1164540,148.8,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",Poland USD 0.45 M; Netherlands USD 0.35 M; New Zealand USD 0.20 M; Ireland USD 0.06 M,7.83,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 14 reporters; 1% of value has estimated quantity.
IMP-124,350110,Casein,2021,2826789,328.9,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",India USD 1.42 M; New Zealand USD 0.43 M; Poland USD 0.41 M; China USD 0.32 M,8.59,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 11 reporters; 0% of value has estimated quantity.
IMP-125,350110,Casein,2022,6874979,622.7,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",New Zealand USD 2.69 M; India USD 2.50 M; Poland USD 0.72 M; China USD 0.56 M,11.04,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 14 reporters; 0% of value has estimated quantity.
IMP-126,350110,Casein,2023,3556593,434.5,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",New Zealand USD 2.17 M; India USD 0.54 M; Poland USD 0.46 M; China USD 0.17 M,8.19,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 11 reporters; 0% of value has estimated quantity.
IMP-127,350110,Casein,2024,1795770,245.3,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",New Zealand USD 1.23 M; Poland USD 0.21 M; Ireland USD 0.17 M; China USD 0.10 M,7.32,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 13 reporters; 0% of value has estimated quantity.
IMP-128,350110,Casein,2025,4446057,575.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",New Zealand USD 3.81 M; China USD 0.28 M; Poland USD 0.24 M; France USD 0.04 M,7.73,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 14 reporters; 0% of value has estimated quantity. 2025 may be incomplete.
IMP-129,350190,Caseinates and other casein derivatives,2019,7478095,1003.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",New Zealand USD 2.82 M; Germany USD 2.45 M; France USD 0.80 M; India USD 0.49 M,7.46,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 10 reporters; 0% of value has estimated quantity.
IMP-130,350190,Caseinates and other casein derivatives,2020,8845897,1034.1,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",New Zealand USD 3.27 M; Germany USD 2.80 M; France USD 1.39 M; Poland USD 0.52 M,8.55,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 10 reporters; 1% of value has estimated quantity.
IMP-131,350190,Caseinates and other casein derivatives,2021,10779506,1064.4,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",Germany USD 5.33 M; New Zealand USD 1.75 M; Poland USD 1.48 M; France USD 0.92 M,10.13,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 10 reporters; 0% of value has estimated quantity.
IMP-132,350190,Caseinates and other casein derivatives,2022,11681302,808.2,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",Germany USD 4.64 M; New Zealand USD 4.26 M; Poland USD 1.77 M; India USD 0.68 M,14.45,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 11 reporters; 40% of value has estimated quantity.
IMP-133,350190,Caseinates and other casein derivatives,2023,9868122,711.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",Germany USD 5.53 M; France USD 1.66 M; New Zealand USD 1.35 M; Poland USD 0.96 M,13.88,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 10 reporters; 0% of value has estimated quantity.
IMP-134,350190,Caseinates and other casein derivatives,2024,10906044,1219.5,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",Germany USD 3.98 M; Ireland USD 2.17 M; Poland USD 1.66 M; New Zealand USD 1.49 M,8.94,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 12 reporters; 0% of value has estimated quantity.
IMP-135,350190,Caseinates and other casein derivatives,2025,7989641,834.8,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",Germany USD 4.28 M; New Zealand USD 1.65 M; Poland USD 1.07 M; France USD 0.85 M,9.57,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 14 reporters; 0% of value has estimated quantity. 2025 may be incomplete.
IMP-136,350211,"Egg albumin, dried (egg white powder)",2019,4217762,659.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",India USD 3.43 M; Italy USD 0.60 M; Ukraine USD 0.10 M; France USD 0.06 M,6.4,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 7 reporters; 0% of value has estimated quantity.
IMP-137,350211,"Egg albumin, dried (egg white powder)",2020,5655206,855.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",India USD 4.59 M; Italy USD 0.82 M; Belgium USD 0.15 M; Japan USD 0.06 M,6.61,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 7 reporters; 0% of value has estimated quantity.
IMP-138,350211,"Egg albumin, dried (egg white powder)",2021,7844654,978.3,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",India USD 5.72 M; Italy USD 1.03 M; Belgium USD 0.97 M; France USD 0.12 M,8.02,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 6 reporters; 0% of value has estimated quantity.
IMP-139,350211,"Egg albumin, dried (egg white powder)",2022,13535150,1001.3,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",India USD 10.34 M; Italy USD 1.35 M; Belgium USD 1.27 M; France USD 0.53 M,13.52,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 8 reporters; 0% of value has estimated quantity.
IMP-140,350211,"Egg albumin, dried (egg white powder)",2023,8157318,679.7,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",India USD 5.78 M; Italy USD 1.43 M; Belgium USD 0.50 M; France USD 0.39 M,12.0,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 6 reporters; 0% of value has estimated quantity.
IMP-141,350211,"Egg albumin, dried (egg white powder)",2024,6194883,927.7,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",India USD 5.14 M; Belgium USD 0.55 M; France USD 0.34 M; Italy USD 0.15 M,6.68,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 7 reporters; 0% of value has estimated quantity.
IMP-142,350211,"Egg albumin, dried (egg white powder)",2025,7895283,1305.3,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",India USD 6.67 M; Italy USD 0.47 M; Belgium USD 0.44 M; France USD 0.29 M,6.05,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 9 reporters; 0% of value has estimated quantity. 2025 may be incomplete.
IMP-143,350220,Milk albumin incl. concentrates of two or more whey proteins (whey protein concentrate above 80% protein),2019,10715916,1665.9,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA USD 7.48 M; Germany USD 2.78 M; Austria USD 0.30 M; Australia USD 0.10 M,6.43,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 9 reporters; 0% of value has estimated quantity.
IMP-144,350220,Milk albumin incl. concentrates of two or more whey proteins (whey protein concentrate above 80% protein),2020,6575466,1373.1,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA USD 5.99 M; Germany USD 0.33 M; Australia USD 0.24 M; Netherlands USD 0.01 M,4.79,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 6 reporters; 0% of value has estimated quantity.
IMP-145,350220,Milk albumin incl. concentrates of two or more whey proteins (whey protein concentrate above 80% protein),2021,13800555,1850.2,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",Germany USD 7.36 M; USA USD 4.75 M; Australia USD 1.31 M; UK USD 0.24 M,7.46,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 9 reporters; 0% of value has estimated quantity.
IMP-146,350220,Milk albumin incl. concentrates of two or more whey proteins (whey protein concentrate above 80% protein),2022,13515463,1335.5,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA USD 8.11 M; Germany USD 3.76 M; Australia USD 1.33 M; Netherlands USD 0.13 M,10.12,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 10 reporters; 0% of value has estimated quantity.
IMP-147,350220,Milk albumin incl. concentrates of two or more whey proteins (whey protein concentrate above 80% protein),2023,6761292,939.7,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA USD 3.26 M; Germany USD 2.94 M; Australia USD 0.31 M; Poland USD 0.10 M,7.2,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 13 reporters; 0% of value has estimated quantity.
IMP-148,350220,Milk albumin incl. concentrates of two or more whey proteins (whey protein concentrate above 80% protein),2024,13185569,1317.6,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",Germany USD 6.46 M; USA USD 4.09 M; Australia USD 1.92 M; New Zealand USD 0.26 M,10.01,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 12 reporters; 0% of value has estimated quantity.
IMP-149,350220,Milk albumin incl. concentrates of two or more whey proteins (whey protein concentrate above 80% protein),2025,16187996,1633.5,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA USD 9.82 M; Germany USD 4.67 M; Australia USD 0.84 M; New Zealand USD 0.35 M,9.91,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 11 reporters; 0% of value has estimated quantity. 2025 may be incomplete.
IMP-150,350300,"Gelatin and gelatin derivatives (food, pharmaceutical capsule and technical uses)",2019,34253954,5263.9,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 5.56 M; France USD 5.13 M; Germany USD 4.96 M; Korea USD 4.18 M,6.51,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 22 reporters; 2% of value has estimated quantity.
IMP-151,350300,"Gelatin and gelatin derivatives (food, pharmaceutical capsule and technical uses)",2020,40553677,5840.3,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 8.05 M; Germany USD 5.89 M; France USD 4.15 M; Japan USD 4.02 M,6.94,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 22 reporters; 0% of value has estimated quantity.
IMP-152,350300,"Gelatin and gelatin derivatives (food, pharmaceutical capsule and technical uses)",2021,40683038,5988.9,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 9.17 M; France USD 5.72 M; USA USD 4.62 M; Germany USD 4.28 M,6.79,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 24 reporters; 4% of value has estimated quantity.
IMP-153,350300,"Gelatin and gelatin derivatives (food, pharmaceutical capsule and technical uses)",2022,53065965,6915.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 13.97 M; France USD 8.49 M; Korea USD 6.30 M; Germany USD 4.84 M,7.67,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 20 reporters; 9% of value has estimated quantity.
IMP-154,350300,"Gelatin and gelatin derivatives (food, pharmaceutical capsule and technical uses)",2023,62116255,6852.1,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 15.87 M; Brazil USD 8.29 M; France USD 8.29 M; Italy USD 4.46 M,9.07,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 20 reporters; 7% of value has estimated quantity.
IMP-155,350300,"Gelatin and gelatin derivatives (food, pharmaceutical capsule and technical uses)",2024,59266895,8179.7,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 16.00 M; France USD 10.44 M; Korea USD 6.58 M; Germany USD 4.42 M,7.25,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 21 reporters; 7% of value has estimated quantity.
IMP-156,350300,"Gelatin and gelatin derivatives (food, pharmaceutical capsule and technical uses)",2025,42757486,6777.8,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China USD 11.99 M; France USD 5.67 M; Korea USD 5.30 M; Japan USD 4.00 M,6.31,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; 17 reporters; 20% of value has estimated quantity. 2025 may be incomplete.
IMP-157,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2019,15214131,5333.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA 6.86M/1503t; China 3.54M/2140t; Denmark 0.79M/230t; France 0.71M/27t; Spain 0.63M/645t; 152 0.53M/497t,2.85,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; per-reporter values rounded to USD 0.01 M.
IMP-158,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2019,3540000,2140.0,reported by China,"China (exporter-reported, FOB)",Vietnam,1.65,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade; value rounded to USD 0.01 M. Unit value far below food-grade isolate prices; much of this code may be feed-grade protein (not verified).
IMP-159,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2020,19322559,6365.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",USA 7.13M/1363t; China 5.42M/2274t; Spain 0.99M/1153t; Denmark 0.75M/219t; France 0.68M/26t; Japan 0.67M/57t,3.04,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; per-reporter values rounded to USD 0.01 M.
IMP-160,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2020,5420000,2274.0,reported by China,"China (exporter-reported, FOB)",Vietnam,2.38,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade; value rounded to USD 0.01 M. Unit value far below food-grade isolate prices; much of this code may be feed-grade protein (not verified).
IMP-161,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2021,23133080,6086.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China 7.61M/2516t; USA 6.53M/1439t; Denmark 1.36M/358t; Spain 1.22M/418t; Japan 0.83M/66t; India 0.78M/280t,3.8,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; per-reporter values rounded to USD 0.01 M.
IMP-162,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2021,7610000,2516.0,reported by China,"China (exporter-reported, FOB)",Vietnam,3.02,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade; value rounded to USD 0.01 M. Unit value far below food-grade isolate prices; much of this code may be feed-grade protein (not verified).
IMP-163,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2022,33921418,7448.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China 13.81M/3935t; USA 6.32M/1116t; Spain 2.13M/652t; France 1.70M/78t; Singapore 1.54M/119t; Japan 1.54M/140t,4.55,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; per-reporter values rounded to USD 0.01 M.
IMP-164,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2022,13810000,3935.0,reported by China,"China (exporter-reported, FOB)",Vietnam,3.51,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade; value rounded to USD 0.01 M. Unit value far below food-grade isolate prices; much of this code may be feed-grade protein (not verified).
IMP-165,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2023,32082449,12680.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China 16.31M/10028t; USA 3.72M/596t; Spain 2.65M/680t; Singapore 1.51M/121t; Japan 1.46M/127t; Korea 1.35M/98t,2.53,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; per-reporter values rounded to USD 0.01 M.
IMP-166,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2023,16310000,10028.0,reported by China,"China (exporter-reported, FOB)",Vietnam,1.63,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade; value rounded to USD 0.01 M. Unit value far below food-grade isolate prices; much of this code may be feed-grade protein (not verified).
IMP-167,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2024,50235108,28987.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China 25.91M/25267t; USA 6.36M/779t; Korea 4.36M/296t; Spain 3.95M/1003t; Netherlands 1.57M/221t; Denmark 1.21M/253t,1.73,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; per-reporter values rounded to USD 0.01 M.
IMP-168,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2024,25910000,25267.0,reported by China,"China (exporter-reported, FOB)",Vietnam,1.03,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade; value rounded to USD 0.01 M. Unit value far below food-grade isolate prices; much of this code may be feed-grade protein (not verified).
IMP-169,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2025,40527535,26953.0,mostly reported by exporters,"All partners (mirror exports to Vietnam, FOB)",China 21.67M/24363t; USA 4.58M/508t; Spain 3.88M/922t; Korea 3.08M/195t; Denmark 1.29M/166t; France 1.09M/63t,1.5,BUY-02,VN-direct,Medium,revealed,Partner-reported FOB exports; per-reporter values rounded to USD 0.01 M. 2025 may be incomplete.
IMP-170,350400,"Peptones; other protein substances n.e.s. (incl. soy and pea protein isolates, hydrolysates, collagen peptides; some feed-grade proteins)",2025,21670000,24363.0,reported by China,"China (exporter-reported, FOB)",Vietnam,0.89,BUY-02,VN-direct,High,revealed,China customs as reported to UN Comtrade; value rounded to USD 0.01 M. Unit value far below food-grade isolate prices; much of this code may be feed-grade protein (not verified).
