record_id,product,hog_scenario,live_hog_vnd_per_kg,lean_trim_vnd_per_kg,extender,extender_dry_usd_per_kg,extender_protein_share_dry,hydration_kg_per_kg_dry,extender_hydrated_vnd_per_kg,replacement_share_of_lean,base_raw_material_cost_vnd_per_kg_product,extended_raw_material_cost_vnd_per_kg_product,saving_vnd_per_kg_product,saving_pct_of_raw_material_cost,saving_usd_per_t_product,saving_vnd_million_per_t_product,protein_g_per_100g_product,breakeven_extender_dry_usd_per_kg,breakeven_multiple_of_extender_price,source_ids,evidence_label,confidence,demand_evidence_type,notes
HSG-049,cha lua or gio lua (HCMUT best-liked recipe C1),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.1,110828,103940,6888,6.2,265,6.9,12.2,13.52,4.1,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-050,cha lua or gio lua (HCMUT best-liked recipe C1),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.2,110828,97051,13777,12.4,530,13.8,12.2,13.52,4.1,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-051,cha lua or gio lua (HCMUT best-liked recipe C1),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.3,110828,90163,20665,18.6,795,20.7,12.1,13.52,4.1,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-052,cha lua or gio lua (HCMUT best-liked recipe C1),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.1,110828,104580,6248,5.6,240,6.2,12.2,13.52,3.2,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-053,cha lua or gio lua (HCMUT best-liked recipe C1),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.2,110828,98331,12496,11.3,481,12.5,12.2,13.52,3.2,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-054,cha lua or gio lua (HCMUT best-liked recipe C1),"high (2020 annual, FAOSTAT)",78138,140648,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.3,110828,92083,18745,16.9,721,18.7,12.1,13.52,3.2,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-055,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.1,102949,95119,7830,7.6,301,7.8,12.2,13.94,13.5,TIC-12; TIC-13; HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-056,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.2,102949,87290,15659,15.2,602,15.7,12.2,13.94,13.5,TIC-12; TIC-13; HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-057,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.3,102949,79460,23489,22.8,903,23.5,12.1,13.94,13.5,TIC-12; TIC-13; HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-058,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.1,102949,95323,7626,7.4,293,7.6,12.2,13.94,10.2,TIC-12; BUY-02; FTR-32; HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-059,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.2,102949,87696,15253,14.8,587,15.3,12.2,13.94,10.2,TIC-12; BUY-02; FTR-32; HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-060,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.3,102949,80070,22879,22.2,880,22.9,12.1,13.94,10.2,TIC-12; BUY-02; FTR-32; HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-061,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.1,102949,95243,7706,7.5,296,7.7,12.2,25.1,11.3,BUY-07; FTR-32 (our landing add-on); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-062,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.2,102949,87536,15413,15.0,593,15.4,12.2,25.1,11.3,BUY-07; FTR-32 (our landing add-on); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-063,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.3,102949,79830,23119,22.5,889,23.1,12.1,25.1,11.3,BUY-07; FTR-32 (our landing add-on); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-064,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.1,102949,95169,7780,7.6,299,7.8,12.2,12.55,12.5,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-065,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.2,102949,87388,15561,15.1,598,15.6,12.2,12.55,12.5,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-066,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.3,102949,79608,23341,22.7,898,23.3,12.1,12.55,12.5,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-067,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.1,102949,96718,6231,6.1,240,6.2,12.2,12.55,3.8,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-068,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.2,102949,90487,12462,12.1,479,12.5,12.2,12.55,3.8,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-069,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.3,102949,84257,18692,18.2,719,18.7,12.1,12.55,3.8,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-070,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.1,102949,97358,5591,5.4,215,5.6,12.2,12.55,3.0,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-071,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.2,102949,91767,11182,10.9,430,11.2,12.2,12.55,3.0,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-072,cha lua or gio lua (HCMUT best-liked recipe C1),"Q1 2026 (Vissan AGM, midpoint)",72500,130500,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.3,102949,86177,16772,16.3,645,16.8,12.1,12.55,3.0,BUY-02 (ch16.2 break-even); HXE-01; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-073,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.1,55435,51321,4114,7.4,158,4.1,10.6,8.86,8.6,TIC-12; TIC-13; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-074,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.2,55435,47208,8227,14.8,316,8.2,10.6,8.86,8.6,TIC-12; TIC-13; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-075,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.3,55435,43094,12341,22.3,475,12.3,10.5,8.86,8.6,TIC-12; TIC-13; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-076,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.1,55435,51497,3938,7.1,151,3.9,10.6,8.86,6.5,TIC-12; BUY-02; FTR-32; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-077,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.2,55435,47560,7875,14.2,303,7.9,10.6,8.86,6.5,TIC-12; BUY-02; FTR-32; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-078,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.3,55435,43622,11813,21.3,454,11.8,10.5,8.86,6.5,TIC-12; BUY-02; FTR-32; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-079,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.1,55435,51428,4007,7.2,154,4.0,10.6,15.95,7.2,BUY-07; FTR-32 (our landing add-on); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-080,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.2,55435,47421,8013,14.5,308,8.0,10.6,15.95,7.2,BUY-07; FTR-32 (our landing add-on); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-081,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.3,55435,43415,12020,21.7,462,12.0,10.5,15.95,7.2,BUY-07; FTR-32 (our landing add-on); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-082,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.1,55435,51364,4071,7.3,157,4.1,10.6,7.97,8.0,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-083,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.2,55435,47293,8142,14.7,313,8.1,10.6,7.97,8.0,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-084,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,fungal biomass at soy isolate protein parity,1.0,0.45,2.5,10400,0.3,55435,43222,12213,22.0,470,12.2,10.5,7.97,8.0,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-085,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.1,55435,52706,2728,4.9,105,2.7,10.6,7.97,2.4,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-086,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.2,55435,49978,5457,9.8,210,5.5,10.6,7.97,2.4,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-087,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,fungal biomass at egg white parity,3.3,0.45,2.5,34320,0.3,55435,47249,8185,14.8,315,8.2,10.5,7.97,2.4,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-088,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.1,55435,53261,2174,3.9,84,2.2,10.6,7.97,1.9,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-089,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.2,55435,51087,4348,7.8,167,4.3,10.6,7.97,1.9,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-090,sterilised pork sausage (Vissan label 55% lean),"low (2019 annual, FAOSTAT)",46076,82937,fungal biomass at casein or whey parity,4.25,0.45,2.5,44200,0.3,55435,48913,6522,11.8,251,6.5,10.5,7.97,1.9,BUY-02 (ch16.2 break-even); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-091,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.1,69975,64599,5376,7.7,207,5.4,10.6,11.26,10.9,TIC-12; TIC-13; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-092,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.2,69975,59223,10753,15.4,414,10.8,10.6,11.26,10.9,TIC-12; TIC-13; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-093,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,domestic textured soy (T1 cost),1.03,0.5,2.78,9641,0.3,69975,53846,16129,23.0,620,16.1,10.5,11.26,10.9,TIC-12; TIC-13; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-094,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.1,69975,64775,5200,7.4,200,5.2,10.6,11.26,8.3,TIC-12; BUY-02; FTR-32; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-095,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.2,69975,59575,10401,14.9,400,10.4,10.6,11.26,8.3,TIC-12; BUY-02; FTR-32; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-096,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,"Chinese textured soy, landed 0% duty",1.365,0.5,2.78,12776,0.3,69975,54374,15601,22.3,600,15.6,10.5,11.26,8.3,TIC-12; BUY-02; FTR-32; BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-097,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.1,69975,64706,5269,7.5,203,5.3,10.6,20.28,9.1,BUY-07; FTR-32 (our landing add-on); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
HSG-098,sterilised pork sausage (Vissan label 55% lean),"median (2019 to 2024 annual, FAOSTAT)",58576,105436,"Chinese soy protein isolate, landed",2.22,0.9,5.0,11544,0.2,69975,59436,10539,15.1,405,10.5,10.6,20.28,9.1,BUY-07; FTR-32 (our landing add-on); BUY-05; DIE-25; AIB-15; HXE-10,VN-direct,Low,inferred,"Our calculation. Lean trimming = 1.8 x live hog (assumption bracketed by 1.38 carcass basis and 2.26 retail); extender hydrated to 18% protein and swapped 1:1 for lean; raw materials only, no processing, packaging or compensation ingredients."
