record_id,item_id,item,funder_id,funder,fit,reason,source_ids,evidence_label,confidence,demand_evidence_type,notes
FFT-115,TPP-09,Diaspora protein-upgraded chay,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),outside remit,A research centre and startup prize; not a funder of Vietnamese policy or market measurement.,AFN-15; AFN-16; AFN-17; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-116,TPP-10,Cultivated meat or seafood,F04,Bezos Centre for Sustainable Protein at NUS (Bezos Earth Fund),fits,"Hybrids, biomass fermentation and cultivated proteins are named research areas.",AFN-15; AFN-16; AFN-17; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-117,DMV-01,Chay-day question in a probability survey,F05,ACE Movement Grants (12th round),partial,"Research with a defined end user is a priority, but the aim is to size a diet-change route and diet-change work is excluded; fits only as research for NIN or the statistics office.",FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-118,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F05,ACE Movement Grants (12th round),outside remit,Not a priority intervention for this round.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-119,DMV-03,Vietnamese sensory and choice-test capacity,F05,ACE Movement Grants (12th round),excluded,Alternative-protein work other than policy is excluded.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-120,DMV-04,Randomised label and name test,F05,ACE Movement Grants (12th round),excluded,Alternative-protein work other than policy is excluded.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-121,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F05,ACE Movement Grants (12th round),excluded,Diet change and meat reduction programmes are excluded in any region.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-122,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F05,ACE Movement Grants (12th round),excluded,Alternative-protein work other than policy is excluded.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-123,DMV-07,Chay composition and authenticity survey,F05,ACE Movement Grants (12th round),outside remit,Not a priority intervention for this round.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-124,DMV-08,Standing panel of research and procurement buyers,F05,ACE Movement Grants (12th round),excluded,Alternative-protein work other than policy is excluded.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-125,DMV-09,Share of meat eaten as processed products,F05,ACE Movement Grants (12th round),outside remit,Not a priority intervention for this round.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-126,DMV-10,Nha Trang hotel and menu audit,F05,ACE Movement Grants (12th round),excluded,Diet change and meat reduction programmes are excluded in any region.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-127,DMV-11,Survey of EU and UK private-label and seafood buyers,F05,ACE Movement Grants (12th round),excluded,Alternative-protein work other than policy is excluded.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-128,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F05,ACE Movement Grants (12th round),outside remit,Not a priority intervention for this round.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-129,DMV-13,Define chay and vegetarian claims (TCVN 13625),F05,ACE Movement Grants (12th round),partial,"Alternative-protein policy and standards work is allowed, for organisations under 3 years old or with budgets under USD 500,000, at USD 100,000 or less; farmed mammals are not a priority animal group.",FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-130,DMV-14,Honest percentage labelling of blended meat,F05,ACE Movement Grants (12th round),partial,"Alternative-protein policy and standards work is allowed, for organisations under 3 years old or with budgets under USD 500,000, at USD 100,000 or less; farmed mammals are not a priority animal group.",FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-131,DMV-15,Neutral naming guidance avoiding nhan tao,F05,ACE Movement Grants (12th round),partial,"Alternative-protein policy and standards work is allowed, for organisations under 3 years old or with budgets under USD 500,000, at USD 100,000 or less; farmed mammals are not a priority animal group.",FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-132,DMV-16,GMO declaration status of purified precision-fermented proteins,F05,ACE Movement Grants (12th round),partial,"Alternative-protein policy and standards work is allowed, for organisations under 3 years old or with budgets under USD 500,000, at USD 100,000 or less; farmed mammals are not a priority animal group.",FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-133,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F05,ACE Movement Grants (12th round),partial,Standards for public meals are policy work; framed as meat reduction it falls in the excluded diet-change category.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-134,DMV-18,Eight-digit customs subheadings for plant proteins,F05,ACE Movement Grants (12th round),outside remit,Not a priority intervention for this round.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-135,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F05,ACE Movement Grants (12th round),outside remit,Not a priority intervention for this round.,FUF-01; FUF-02; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-136,TPP-01,Domestic textured soy or soy-gluten protein,F05,ACE Movement Grants (12th round),excluded,Alternative-protein product work is excluded; only policy is funded.,FUF-01; FUF-02; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-137,TPP-02,Higher-protein chay foods,F05,ACE Movement Grants (12th round),excluded,Alternative-protein product work is excluded; only policy is funded.,FUF-01; FUF-02; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-138,TPP-03,Hybrid extender for processed meat,F05,ACE Movement Grants (12th round),excluded,Alternative-protein product work is excluded; only policy is funded.,FUF-01; FUF-02; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-139,TPP-04,Canteen protein ingredient and dish base,F05,ACE Movement Grants (12th round),excluded,Alternative-protein product work is excluded; only policy is funded.,FUF-01; FUF-02; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-140,TPP-05,Rice or mung bean isolate for plant milks,F05,ACE Movement Grants (12th round),excluded,Alternative-protein product work is excluded; only policy is funded.,FUF-01; FUF-02; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-141,TPP-06,Fungal biomass functional ingredient,F05,ACE Movement Grants (12th round),excluded,Alternative-protein product work is excluded; only policy is funded.,FUF-01; FUF-02; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-142,TPP-07,Precision-fermented specialty protein,F05,ACE Movement Grants (12th round),excluded,Alternative-protein product work is excluded; only policy is funded.,FUF-01; FUF-02; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-143,TPP-08,"Export private-label plant foods (EU, UK)",F05,ACE Movement Grants (12th round),excluded,Alternative-protein product work is excluded; only policy is funded.,FUF-01; FUF-02; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-144,TPP-09,Diaspora protein-upgraded chay,F05,ACE Movement Grants (12th round),excluded,Alternative-protein product work is excluded; only policy is funded.,FUF-01; FUF-02; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-145,TPP-10,Cultivated meat or seafood,F05,ACE Movement Grants (12th round),excluded,Alternative-protein product work is excluded; only policy is funded.,FUF-01; FUF-02; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-146,DMV-01,Chay-day question in a probability survey,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-147,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-148,DMV-03,Vietnamese sensory and choice-test capacity,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-149,DMV-04,Randomised label and name test,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-150,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),not in geography,"Institutional meat reduction is their core programme (3.4 meals per USD), but they work in Latin America, Indonesia, Thailand and China.",AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-151,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-152,DMV-07,Chay composition and authenticity survey,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-153,DMV-08,Standing panel of research and procurement buyers,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-154,DMV-09,Share of meat eaten as processed products,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-155,DMV-10,Nha Trang hotel and menu audit,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),not in geography,Menu commitments fit their model; no Vietnam operations.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-156,DMV-11,Survey of EU and UK private-label and seafood buyers,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-157,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-158,DMV-13,Define chay and vegetarian claims (TCVN 13625),F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-159,DMV-14,Honest percentage labelling of blended meat,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-160,DMV-15,Neutral naming guidance avoiding nhan tao,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-161,DMV-16,GMO declaration status of purified precision-fermented proteins,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-162,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),not in geography,Good Food Fund aligns certification with national dietary guidelines (China); no Vietnam work.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-163,DMV-18,Eight-digit customs subheadings for plant proteins,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-164,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-165,TPP-01,Domestic textured soy or soy-gluten protein,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-166,TPP-02,Higher-protein chay foods,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-167,TPP-03,Hybrid extender for processed meat,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-168,TPP-04,Canteen protein ingredient and dish base,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),not in geography,A canteen dish base would serve their menu programmes; not in Vietnam.,AFN-25; AFN-26; AFN-27; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-169,TPP-05,Rice or mung bean isolate for plant milks,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-170,TPP-06,Fungal biomass functional ingredient,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-171,TPP-07,Precision-fermented specialty protein,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-172,TPP-08,"Export private-label plant foods (EU, UK)",F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-173,TPP-09,Diaspora protein-upgraded chay,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-174,TPP-10,Cultivated meat or seafood,F06,ACE-recommended institutional programmes (Sinergia Animal; Good Food Fund),outside remit,Outside their institutional-menu programmes.,AFN-25; AFN-26; AFN-27; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-175,DMV-01,Chay-day question in a probability survey,F07,Animal Alliance Asia ReRoot Asia Fund,not in geography,"Diet-change evidence could support a ReRoot project, but Vietnam is not eligible in 2026.",AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-176,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-177,DMV-03,Vietnamese sensory and choice-test capacity,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-178,DMV-04,Randomised label and name test,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-179,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F07,Animal Alliance Asia ReRoot Asia Fund,not in geography,Institutional menu change is in scope; Vietnam is not an eligible country in 2026.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-180,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-181,DMV-07,Chay composition and authenticity survey,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-182,DMV-08,Standing panel of research and procurement buyers,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-183,DMV-09,Share of meat eaten as processed products,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-184,DMV-10,Nha Trang hotel and menu audit,F07,Animal Alliance Asia ReRoot Asia Fund,not in geography,Institutional menu change is in scope; Vietnam is not an eligible country in 2026.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-185,DMV-11,Survey of EU and UK private-label and seafood buyers,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-186,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-187,DMV-13,Define chay and vegetarian claims (TCVN 13625),F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-188,DMV-14,Honest percentage labelling of blended meat,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-189,DMV-15,Neutral naming guidance avoiding nhan tao,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-190,DMV-16,GMO declaration status of purified precision-fermented proteins,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-191,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F07,Animal Alliance Asia ReRoot Asia Fund,not in geography,Institutional menu change is in scope; Vietnam is not an eligible country in 2026.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-192,DMV-18,Eight-digit customs subheadings for plant proteins,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-193,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-194,TPP-01,Domestic textured soy or soy-gluten protein,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-195,TPP-02,Higher-protein chay foods,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-196,TPP-03,Hybrid extender for processed meat,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-197,TPP-04,Canteen protein ingredient and dish base,F07,Animal Alliance Asia ReRoot Asia Fund,not in geography,Would serve institutional menu projects; Vietnam not eligible.,AFN-29; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-198,TPP-05,Rice or mung bean isolate for plant milks,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-199,TPP-06,Fungal biomass functional ingredient,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-200,TPP-07,Precision-fermented specialty protein,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-201,TPP-08,"Export private-label plant foods (EU, UK)",F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-202,TPP-09,Diaspora protein-upgraded chay,F07,Animal Alliance Asia ReRoot Asia Fund,outside remit,Not a diet-change project.,AFN-29; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
