record_id,topic,country,year,count,per_10k_country_output,query_or_oql,source_ids,notes
BTF-125,core_basket,World,2019,1212,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-126,core_basket,World,2020,1445,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-127,core_basket,World,2021,1624,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-128,core_basket,World,2022,1968,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-129,core_basket,World,2023,2183,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-130,core_basket,World,2024,2651,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-131,core_basket,World,2025,3590,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-132,core_basket,World,2026,2982,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,2026 partial year (to 24 Sep 2026)
BTF-133,core_basket,VN,2015,4,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter VN; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-134,core_basket,VN,2016,6,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter VN; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-135,core_basket,VN,2017,2,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter VN; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-136,core_basket,VN,2018,1,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter VN; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-137,core_basket,VN,2019,4,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter VN; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-138,core_basket,VN,2020,9,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter VN; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-139,core_basket,VN,2021,6,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter VN; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-140,core_basket,VN,2022,8,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter VN; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-141,core_basket,VN,2023,5,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter VN; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-142,core_basket,VN,2024,10,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter VN; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-143,core_basket,VN,2025,17,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter VN; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-144,core_basket,VN,2026,19,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter VN; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,2026 partial year (to 24 Sep 2026)
BTF-145,core_basket,TH,2015,16,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter TH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-146,core_basket,TH,2016,12,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter TH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-147,core_basket,TH,2017,5,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter TH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-148,core_basket,TH,2018,8,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter TH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-149,core_basket,TH,2019,17,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter TH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-150,core_basket,TH,2020,14,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter TH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-151,core_basket,TH,2021,23,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter TH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-152,core_basket,TH,2022,36,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter TH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-153,core_basket,TH,2023,44,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter TH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-154,core_basket,TH,2024,61,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter TH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-155,core_basket,TH,2025,79,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter TH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
BTF-156,core_basket,TH,2026,84,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter TH; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,2026 partial year (to 24 Sep 2026)
BTF-157,core_basket,MY,2015,6,,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; country filter MY; ""cultured meat"" OR ""cultivated meat"" OR ""cell-based meat"" OR ""lab-grown meat"" OR ""single cell protein"" OR ""single-cell protein"" OR ""microbial protein"" OR ""precision fermentation"" OR ""mycoprotein"" OR ""mycelial protein"" OR ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""spirulina protein"" OR ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat substitute"" OR ""meat alternative"" OR ""textured vegetable protein"" OR ""alternative protein"" OR ""alternative proteins"" OR ""novel protein"" OR ""molecular farming"" OR ""fishmeal replacement"" OR ""fish meal replacement"" OR ""replacing fishmeal"" OR ""replacing fish meal"" OR ""replace fishmeal"" OR ""replace fish meal""",HSC-01,
