record_id,platform,channel_type,category,subcategory,plant_or_animal,product_name_vi,product_name_en,origin,sold_unit,quantity_per_sold_unit,quantity_unit,listed_price_vnd,vnd_per_l_or_kg,in_stock,orderable,units_sold_counter,counter_basis,volume_sold_l_or_kg,protein_claim_in_name,protein_g_per_100,protein_basis,vnd_per_100g_protein,protein_sold_kg,url,source_ids,evidence_label,confidence,demand_evidence_type,notes
ECR-K048,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: nut or seed,plant,SỮA HẠT VÀ GẠO LỨT ĐỎ THTRUENUT 180MLX48,TH True Nut 180mlx48 - red brown rice,Vietnam,case,8.64,L,,,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,1.0,TH true NUT label in the shelf audit (FORM-01 P037); borrowed for other nut milks,,0.0,https://kamereo.vn/products/sua-hat-va-gao-lut-do-thtruenut-180mlx48-D218,ECR-06; FORM-01,VN-direct,Low,revealed,no price shown
ECR-K049,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: nut or seed,plant,SỮA HẠT VÀ NGHỆ TH TRUE NUT 180MLX48,TH True Nut 180mlx48 - Nut and Turmeric,Vietnam,case,8.64,L,,,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,1.0,TH true NUT label in the shelf audit (FORM-01 P037); borrowed for other nut milks,,0.0,https://kamereo.vn/products/sua-hat-va-nghe-th-true-nut-180mlx48-D216,ECR-06; FORM-01,VN-direct,Low,revealed,no price shown
ECR-K050,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: oat,plant,Sữa Yến Mạch Oatside 1L,Oatside Oat Milk 1L,Thailand,box,1.0,L,41040,41040,yes,yes,13230,cumulative platform counter (totalSold field in page data); period and start date not stated,13230.0,no,0.7 to 1.1,"range of oat-milk labels in the shelf audit (FORM-01 P068, P069, P073); product label not on page",373091 to 586286,92.6 to 145.5,https://kamereo.vn/products/sua-yen-mach-oatside-1l-S801,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K051,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: oat,plant,Sữa Yến Mạch Barista The Alternative Dairy Co. 1L,The Alternative Dairy Co. Barista Oat Milk 1L,Australia,box,1.0,L,60480,60480,yes,yes,339,cumulative platform counter (totalSold field in page data); period and start date not stated,339.0,no,0.7 to 1.1,"range of oat-milk labels in the shelf audit (FORM-01 P068, P069, P073); product label not on page",549818 to 864000,2.4 to 3.7,https://kamereo.vn/products/sua-yen-mach-barista-the-alternative-dairy-co-1l-DAI051,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K052,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: oat,plant,Sữa Yến Mạch Milklab 1L,Milklab Oat Milk 1L,Australia,box,1.0,L,62640,62640,yes,yes,257,cumulative platform counter (totalSold field in page data); period and start date not stated,257.0,no,0.7 to 1.1,"range of oat-milk labels in the shelf audit (FORM-01 P068, P069, P073); product label not on page",569455 to 894857,1.8 to 2.8,https://kamereo.vn/products/sua-yen-mach-milklab-1l-DAI088,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K053,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: oat,plant,Sữa Yến Mạch AveNatur Oat Drink Barista 1L,AveNatur Oat Drink Barista 1L,Finland,box,1.0,L,49680,49680,no,yes,77,cumulative platform counter (totalSold field in page data); period and start date not stated,77.0,no,0.7 to 1.1,"range of oat-milk labels in the shelf audit (FORM-01 P068, P069, P073); product label not on page",451636 to 709714,0.5 to 0.8,https://kamereo.vn/products/sua-yen-mach-avenatur-oat-drink-barista-1l-DAI065,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K054,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: oat,plant,Sữa Yến Mạch Vị Sô Cô La Oatside 1L,Oatside Oat Milk Chocolate Flavor 1L,Thailand,box,1.0,L,40000,40000,no,no,64,cumulative platform counter (totalSold field in page data); period and start date not stated,64.0,no,0.7 to 1.1,"range of oat-milk labels in the shelf audit (FORM-01 P068, P069, P073); product label not on page",363636 to 571429,0.4 to 0.7,https://kamereo.vn/products/sua-yen-mach-vi-so-co-la-oatside-1l-PRO012,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K055,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: oat,plant,Sữa Yến Mạch AveNatur Oat Drink Original 1L,AveNatur Original Flavor Oat Milk 1L,Finland,box,1.0,L,49680,49680,no,yes,50,cumulative platform counter (totalSold field in page data); period and start date not stated,50.0,no,0.7 to 1.1,"range of oat-milk labels in the shelf audit (FORM-01 P068, P069, P073); product label not on page",451636 to 709714,0.3 to 0.6,https://kamereo.vn/products/sua-yen-mach-avenatur-oat-drink-original-1l-DAI067,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K056,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: oat,plant,Sữa Yến Mạch Oatside 200ml,Oatside Oat Milk original taste 200ml,Indonesia,box,0.2,L,,,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,0.7 to 1.1,"range of oat-milk labels in the shelf audit (FORM-01 P068, P069, P073); product label not on page",,0.0,https://kamereo.vn/products/sua-yen-mach-oatside-200ml-KMD044,ECR-06; FORM-01,VN-direct,Low,revealed,no price shown
ECR-K057,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: soy,plant,Sữa Đậu Nành SuperSoy Không Đường 1L,SuperSoy Soymilk - No Sugar 1L,Vietnam,box,1.0,L,32000,32000,no,no,5828,cumulative platform counter (totalSold field in page data); period and start date not stated,5828.0,no,1.9 to 2.5,"range of mass soy-milk labels in the shelf audit (FORM-01 P032, P079, P125, P126); product label not on page",128000 to 168421,110.7 to 145.7,https://kamereo.vn/products/sua-dau-nanh-supersoy-khong-duong-1l-D543,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K058,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: soy,plant,Sữa Đậu Nành Không Đường Vinamilk 1L,Vinamilk No Sugar Soymilk 1L,Vietnam,box,1.0,L,29160,29160,yes,yes,5758,cumulative platform counter (totalSold field in page data); period and start date not stated,5758.0,no,1.9 to 2.5,"range of mass soy-milk labels in the shelf audit (FORM-01 P032, P079, P125, P126); product label not on page",116640 to 153474,109.4 to 143.9,https://kamereo.vn/products/sua-dau-nanh-khong-duong-vinamilk-1l-GRO034,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K059,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: soy,plant,Sữa Đậu Nành SuperSoy Có Đường 1L,SuperSoy Soymilk - Sugar 1L,Vietnam,box,1.0,L,25000,25000,no,no,3780,cumulative platform counter (totalSold field in page data); period and start date not stated,3780.0,no,1.9 to 2.5,"range of mass soy-milk labels in the shelf audit (FORM-01 P032, P079, P125, P126); product label not on page",100000 to 131579,71.8 to 94.5,https://kamereo.vn/products/sua-dau-nanh-supersoy-co-duong-1l-D538,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K060,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: soy,plant,Sữa Đậu Nành Ít Đường Vinamilk 1L,Vinamilk Less Sugar Soymilk 1L,Vietnam,box,1.0,L,29160,29160,yes,yes,3035,cumulative platform counter (totalSold field in page data); period and start date not stated,3035.0,no,1.9 to 2.5,"range of mass soy-milk labels in the shelf audit (FORM-01 P032, P079, P125, P126); product label not on page",116640 to 153474,57.7 to 75.9,https://kamereo.vn/products/sua-dau-nanh-it-duong-vinamilk-1l-GRO030,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K061,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: soy,plant,Sữa Đậu Nành GoldSoy Giàu Đạm Không Đường 1L,GoldSoy High Protein Soymilk - No Sugar 1L,Vietnam,box,1.0,L,25000,25000,no,no,2609,cumulative platform counter (totalSold field in page data); period and start date not stated,2609.0,yes,1.9 to 2.5,"range of mass soy-milk labels in the shelf audit (FORM-01 P032, P079, P125, P126); product label not on page",100000 to 131579,49.6 to 65.2,https://kamereo.vn/products/sua-dau-nanh-goldsoy-giau-dam-khong-duong-1l-D019,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K062,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: soy,plant,Sữa Đậu Nành GoldSoy Có Đường 1L,GoldSoy Soymilk - Sugar 1L,Vietnam,box,1.0,L,25000,25000,no,no,880,cumulative platform counter (totalSold field in page data); period and start date not stated,880.0,no,1.9 to 2.5,"range of mass soy-milk labels in the shelf audit (FORM-01 P032, P079, P125, P126); product label not on page",100000 to 131579,16.7 to 22.0,https://kamereo.vn/products/sua-dau-nanh-goldsoy-co-duong-1l-D532,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K063,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: soy,plant,Sữa Đậu Nành Truyền Thống Ichiban 800ml,Ichiban Traditional Soy Milk 800ml,Vietnam,bottle,0.8,L,33480,41850,yes,yes,22,cumulative platform counter (totalSold field in page data); period and start date not stated,17.6,no,1.9 to 2.5,"range of mass soy-milk labels in the shelf audit (FORM-01 P032, P079, P125, P126); product label not on page",167400 to 220263,0.3 to 0.4,https://kamereo.vn/products/sua-dau-nanh-truyen-thong-ichiban-800ml-GRO523,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K064,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: soy,plant,Sữa Đậu Nành Hạnh Nhân Vinamilk (48*180ml),Vinamilk Almond Soymilk (48*180ml),Vietnam,case,8.64,L,290001,33565,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,1.9 to 2.5,"range of mass soy-milk labels in the shelf audit (FORM-01 P032, P079, P125, P126); product label not on page",134260 to 176658,0.0,https://kamereo.vn/products/sua-dau-nanh-hanh-nhan-vinamilk-48180ml-D367,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K065,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),milk,plant milk: soy,plant,Sữa Đậu Nành Hạt Óc Chó Vinamilk (48*180ml),Vinamilk Walnut Soymilk (48*180ml),Vietnam,case,8.64,L,290001,33565,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,1.9 to 2.5,"range of mass soy-milk labels in the shelf audit (FORM-01 P032, P079, P125, P126); product label not on page",134260 to 176658,0.0,https://kamereo.vn/products/sua-dau-nanh-hat-oc-cho-vinamilk-48180ml-D366,ECR-06; FORM-01,VN-direct,Low,revealed,
ECR-K066,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,"fish tofu (surimi, contains fish and cheese)",animal,Đậu Hũ Cá Phô Mai Đông Lạnh Việt Sin 500g,Viet Sin Frozen Cheese Fish Tofu 500g,Vietnam,pack,0.5,kg,85860,171720,no,no,293,cumulative platform counter (totalSold field in page data); period and start date not stated,146.5,no,,,,,https://kamereo.vn/products/dau-hu-ca-pho-mai-dong-lanh-viet-sin-500g-M267,ECR-06,VN-direct,Medium,revealed,
ECR-K067,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,"fish tofu (surimi, contains fish and cheese)",animal,Đậu Hũ Cá Phô Mai Đông Lạnh LC Foods 500g,LC Foods Frozen Cheese Fish Tofu 500g,Vietnam,pack,0.5,kg,85320,170640,yes,yes,243,cumulative platform counter (totalSold field in page data); period and start date not stated,121.5,no,,,,,https://kamereo.vn/products/dau-hu-ca-pho-mai-dong-lanh-lc-foods-500g-SEA037,ECR-06,VN-direct,Medium,revealed,
ECR-K068,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,gio and cha (meat loaf),animal,Chả Lụa Le Gourmet Gói 500g,Le Gourmet Pork Bologna 500g Package,Vietnam,pack,0.5,kg,82285,164570,no,no,3,cumulative platform counter (totalSold field in page data); period and start date not stated,1.5,no,,,,,https://kamereo.vn/products/cha-lua-le-gourmet-goi-500g-M180,ECR-06,VN-direct,Medium,revealed,
ECR-K069,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,gio and cha (meat loaf),animal,Giò Luạ Vissan 250g,Vissan Lean Pork Bologna 250g,Vietnam,piece_cai,0.25,kg,,,no,no,3,cumulative platform counter (totalSold field in page data); period and start date not stated,0.8,no,,,,,https://kamereo.vn/products/gio-lua-vissan-250g-M113,ECR-06,VN-direct,Medium,revealed,listed in Kamereo's 'Plant-based' category although it is a meat or seafood product; no price shown
ECR-K070,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,gio and cha (meat loaf),animal,Chả Bò Le Gourmet Gói 500g,Le Gourmet Beef Sausage With Herbs 500g Package,Vietnam,pack,0.5,kg,82285,164570,no,no,1,cumulative platform counter (totalSold field in page data); period and start date not stated,0.5,no,,,,,https://kamereo.vn/products/cha-bo-le-gourmet-goi-500g-M181,ECR-06,VN-direct,Medium,revealed,
ECR-K071,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,gio and cha (meat loaf),animal,Giò Lụa Bì Vissan 250g,Vissan Lean Pork Skin Bologna 250g,Vietnam,piece_cai,0.25,kg,,,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,,,,,https://kamereo.vn/products/gio-lua-bi-vissan-250g-M117,ECR-06,VN-direct,Medium,revealed,listed in Kamereo's 'Plant-based' category although it is a meat or seafood product; no price shown
ECR-K072,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,gio and cha (meat loaf),animal,Giò Luạ Vissan 500g,Vissan Lean Pork Bologna 500g,Vietnam,piece_cai,0.5,kg,,,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,,,,,https://kamereo.vn/products/gio-lua-vissan-500g-M114,ECR-06,VN-direct,Medium,revealed,listed in Kamereo's 'Plant-based' category although it is a meat or seafood product; no price shown
ECR-K073,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,meat or shrimp spring roll,animal,Chả giò rế VISSAN con tôm 300g,VISSAN grid spring roll with shrimp 300g,Vietnam,pack,0.3,kg,45257,150857,no,no,9,cumulative platform counter (totalSold field in page data); period and start date not stated,2.7,no,,,,,https://kamereo.vn/products/cha-gio-re-vissan-con-tom-300g-M102,ECR-06,VN-direct,Medium,revealed,listed in Kamereo's 'Plant-based' category although it is a meat or seafood product
ECR-K074,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,meat or shrimp spring roll,animal,Chả giò rế VISSAN thịt500g,VISSAN grid spring roll with pork 250g,Vietnam,pack,0.5,kg,,,no,no,6,cumulative platform counter (totalSold field in page data); period and start date not stated,3.0,no,,,,,https://kamereo.vn/products/cha-gio-re-vissan-thit500g-M105,ECR-06,VN-direct,Medium,revealed,listed in Kamereo's 'Plant-based' category although it is a meat or seafood product; no price shown
ECR-K075,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,meat or shrimp spring roll,animal,Chả giò VISSAN con tôm 250g,VISSAN spring roll with shrimp 250g,Vietnam,pack,0.25,kg,,,no,no,6,cumulative platform counter (totalSold field in page data); period and start date not stated,1.5,no,,,,,https://kamereo.vn/products/cha-gio-vissan-con-tom-250g-M103,ECR-06,VN-direct,Medium,revealed,listed in Kamereo's 'Plant-based' category although it is a meat or seafood product; no price shown
ECR-K076,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,meat or shrimp spring roll,animal,Chả giò VISSAN da xốp mini 500g,VISSAN crispy skin mini spring roll 500g,Vietnam,pack,0.5,kg,,,no,no,6,cumulative platform counter (totalSold field in page data); period and start date not stated,3.0,no,,,,,https://kamereo.vn/products/cha-gio-vissan-da-xop-mini-500g-M106,ECR-06,VN-direct,Medium,revealed,listed in Kamereo's 'Plant-based' category although it is a meat or seafood product; no price shown
ECR-K077,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,meat or shrimp spring roll,animal,Chả giò thịt VISSAN 500g,VISSAN spring roll with pork 500g,Vietnam,pack,0.5,kg,38057,76114,no,no,4,cumulative platform counter (totalSold field in page data); period and start date not stated,2.0,no,,,,,https://kamereo.vn/products/cha-gio-thit-vissan-500g-M107,ECR-06,VN-direct,Medium,revealed,listed in Kamereo's 'Plant-based' category although it is a meat or seafood product
ECR-K078,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,meat or shrimp spring roll,animal,Chả giò VISSAN tôm cua 500g,Chả giò VISSAN tôm cua 500g,Vietnam,pack,0.5,kg,,,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,,,,,https://kamereo.vn/products/cha-gio-vissan-tom-cua-500g-M119,ECR-06,VN-direct,Medium,revealed,listed in Kamereo's 'Plant-based' category although it is a meat or seafood product; no price shown
ECR-K079,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,pate,animal,Pate Gan Heo Vissan 170g,Vissan Pork Liver Pate 170g,Vietnam,can,0.17,kg,24000,141176,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,,,,,https://kamereo.vn/products/pate-gan-heo-vissan-170g-M085,ECR-06,VN-direct,Medium,revealed,
ECR-K080,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,pate,animal,Pate heo Vissan 170g,Vissan Pate 170g- pork,Vietnam,box,0.17,kg,,,no,no,0,cumulative platform counter (totalSold field in page data); period and start date not stated,0.0,no,,,,,https://kamereo.vn/products/pate-heo-vissan-170g-M139,ECR-06,VN-direct,Medium,revealed,no price shown
ECR-K081,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Standard Xông Khói Đông Lạnh NH Foods 500g,NH Foods Frozen Smoked Standard Sausage 500g,Vietnam,pack,0.5,kg,57240,114480,yes,yes,6029,cumulative platform counter (totalSold field in page data); period and start date not stated,3014.5,no,,,,,https://kamereo.vn/products/xuc-xich-standard-xong-khoi-dong-lanh-nh-foods-500g-M250,ECR-06,VN-direct,Medium,revealed,
ECR-K082,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Sài Gòn Xông Khói Premium Đông Lạnh NH Foods 500g,NH Foods Frozen Premium Smoked Saigon Sausages 500g,Vietnam,pack,0.5,kg,76680,153360,yes,yes,4848,cumulative platform counter (totalSold field in page data); period and start date not stated,2424.0,no,,,,,https://kamereo.vn/products/xuc-xich-sai-gon-xong-khoi-premium-dong-lanh-nh-foods-500g-M249,ECR-06,VN-direct,Medium,revealed,
ECR-K083,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Đức 10cm Le Gourmet Gói 500g,Le Gourmet German Sausage 10cm 500g,Vietnam,pack,0.5,kg,79920,159840,yes,yes,2939,cumulative platform counter (totalSold field in page data); period and start date not stated,1469.5,no,,,,,https://kamereo.vn/products/xuc-xich-duc-10cm-le-gourmet-goi-500g-M184,ECR-06,VN-direct,Medium,revealed,
ECR-K084,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Đức Đông Lạnh NH Foods 500g,NH Foods Frozen German Sausage 500g,Vietnam,pack,0.5,kg,105300,210600,yes,yes,1514,cumulative platform counter (totalSold field in page data); period and start date not stated,757.0,no,,,,,https://kamereo.vn/products/xuc-xich-duc-dong-lanh-nh-foods-500g-MEA013,ECR-06,VN-direct,Medium,revealed,
ECR-K085,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Cocktail Đông Lạnh Le Gourmet Gói 500g,Le Gourmet Frozen Cocktail Sausages 500g Package,Vietnam,pack,0.5,kg,85860,171720,yes,yes,1084,cumulative platform counter (totalSold field in page data); period and start date not stated,542.0,no,,,,,https://kamereo.vn/products/xuc-xich-cocktail-dong-lanh-le-gourmet-goi-500g-M183,ECR-06,VN-direct,Medium,revealed,
ECR-K086,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Gà Đông Lạnh Le Gourmet 500g,Le Gourmet Frozen Chicken Sausages 500g,Vietnam,pack,0.5,kg,70200,140400,yes,yes,727,cumulative platform counter (totalSold field in page data); period and start date not stated,363.5,no,,,,,https://kamereo.vn/products/xuc-xich-ga-dong-lanh-le-gourmet-500g-MEA037,ECR-06,VN-direct,Medium,revealed,
ECR-K087,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Schau Essen NH Food 500g,NH Foods Schau Essen Sausage 500g,Vietnam,pack,0.5,kg,128520,257040,yes,yes,403,cumulative platform counter (totalSold field in page data); period and start date not stated,201.5,no,,,,,https://kamereo.vn/products/xuc-xich-schau-essen-nh-food-500g-MEA035,ECR-06,VN-direct,Medium,revealed,
ECR-K088,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Schau Essen NH Food 200g,NH Foods Schau Essen Sausage 200g,Vietnam,pack,0.2,kg,55080,275400,yes,yes,322,cumulative platform counter (totalSold field in page data); period and start date not stated,64.4,no,,,,,https://kamereo.vn/products/xuc-xich-schau-essen-nh-food-200g-MEA036,ECR-06,VN-direct,Medium,revealed,
ECR-K089,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Bò Đông Lạnh Le Gourmet 500g,Le Gourmet Frozen Beef Sausages 500g,Vietnam,pack,0.5,kg,85320,170640,yes,yes,317,cumulative platform counter (totalSold field in page data); period and start date not stated,158.5,no,,,,,https://kamereo.vn/products/xuc-xich-bo-dong-lanh-le-gourmet-500g-MEA038,ECR-06,VN-direct,Medium,revealed,
ECR-K090,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Vườn Bia CP 450g,CP Beer Garden Sausages 450g,Vietnam,pack,0.45,kg,,,no,no,223,cumulative platform counter (totalSold field in page data); period and start date not stated,100.4,no,,,,,https://kamereo.vn/products/xuc-xich-vuon-bia-cp-450g-MEA097,ECR-06,VN-direct,Medium,revealed,no price shown
ECR-K091,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Đức CP 450g,CP German-Style Sausage 450g,Vietnam,pack,0.45,kg,,,no,no,215,cumulative platform counter (totalSold field in page data); period and start date not stated,96.8,no,,,,,https://kamereo.vn/products/xuc-xich-duc-cp-450g-MEA098,ECR-06,VN-direct,Medium,revealed,no price shown
ECR-K092,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Việt Xông Khói Đông Lạnh Le Gourmet 500g,Le Gourmet Frozen Smoked Viet Sausages 500g,Vietnam,pack,0.5,kg,115020,230040,yes,yes,189,cumulative platform counter (totalSold field in page data); period and start date not stated,94.5,no,,,,,https://kamereo.vn/products/xuc-xich-viet-xong-khoi-dong-lanh-le-gourmet-500g-MEA039,ECR-06,VN-direct,Medium,revealed,
ECR-K093,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Đức Xông Khói Đông Lạnh CP HiQuali 500g,CP HiQuali Frozen Smoked German Sausage 500g,Vietnam,pack,0.5,kg,114999,229998,no,no,166,cumulative platform counter (totalSold field in page data); period and start date not stated,83.0,no,,,,,https://kamereo.vn/products/xuc-xich-duc-xong-khoi-dong-lanh-cp-hiquali-500g-M280,ECR-06,VN-direct,Medium,revealed,
ECR-K094,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Heo Vissan 40g,Vissan Pork Sausage 40g,Vietnam,piece_cai,0.04,kg,,,no,no,100,cumulative platform counter (totalSold field in page data); period and start date not stated,4.0,no,,,,,https://kamereo.vn/products/xuc-xich-heo-vissan-40g-M101,ECR-06,VN-direct,Medium,revealed,no price shown
ECR-K095,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Bò Vissan 40g x 4 Cây,Vissan Beef Sausage 40g x 4 Sticks,Vietnam,pack,0.16,kg,,,no,no,25,cumulative platform counter (totalSold field in page data); period and start date not stated,4.0,no,,,,,https://kamereo.vn/products/xuc-xich-bo-vissan-40g-x-4-cay-M098,ECR-06,VN-direct,Medium,revealed,no price shown
ECR-K096,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Heo Vissan 40g x 4 Cây,Vissan Pork Sausage 40g x 4 Sticks,Vietnam,pack,0.16,kg,,,no,no,25,cumulative platform counter (totalSold field in page data); period and start date not stated,4.0,no,,,,,https://kamereo.vn/products/xuc-xich-heo-vissan-40g-x-4-cay-M097,ECR-06,VN-direct,Medium,revealed,no price shown
ECR-K097,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Khô Salami Baton (Cắt Lát) NH Foods 500g,NH Foods Baton Salami (Sliced) 500g,Vietnam,pack,0.5,kg,220000,440000,no,no,17,cumulative platform counter (totalSold field in page data); period and start date not stated,8.5,no,,,,,https://kamereo.vn/products/xuc-xich-kho-salami-baton-cat-lat-nh-foods-500g-MEA012,ECR-06,VN-direct,Medium,revealed,
ECR-K098,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Lạp Xưởng Tôm Vissan 200g,Vissan Shrimp Sausage 200g,Vietnam,pack,0.2,kg,,,no,no,5,cumulative platform counter (totalSold field in page data); period and start date not stated,1.0,no,,,,,https://kamereo.vn/products/lap-xuong-tom-vissan-200g-M096,ECR-06,VN-direct,Medium,revealed,no price shown
ECR-K099,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Gà Cocktail Đóng Hộp Tulip 405g,Tulip Canned Cocktail Chicken Sausage 405g,USA,can,0.405,kg,93500,230864,no,no,5,cumulative platform counter (totalSold field in page data); period and start date not stated,2.0,no,,,,,https://kamereo.vn/products/xuc-xich-ga-cocktail-dong-hop-tulip-405g-M241,ECR-06,VN-direct,Medium,revealed,
ECR-K100,Kamereo,HoReCa B2B platform (Ho Chi Minh City and Hanoi),processed meat and seafood,sausage,animal,Xúc Xích Cocktail Vissan 200g,Vissan Cocktail Beef Sausage 200g,Vietnam,pack,0.2,kg,,,no,no,3,cumulative platform counter (totalSold field in page data); period and start date not stated,0.6,no,,,,,https://kamereo.vn/products/xuc-xich-cocktail-vissan-200g-M111,ECR-06,VN-direct,Medium,revealed,no price shown
