record_id,hs_code,product,reporter,year,flow,partner,value_usd_million,net_weight_t,source_ids,evidence_label,confidence,demand_evidence_type,notes
WFT-145,210690,Food preparations n.e.s.,United States,2024,import,Vietnam,30.82,16023,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-146,210690,Food preparations n.e.s.,United States,2024,import,Thailand,194.20,91277,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-147,210690,Food preparations n.e.s.,United States,2024,import,China,566.16,89613,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-148,210690,Food preparations n.e.s.,United States,2025,import,Vietnam,34.95,17167,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-149,210690,Food preparations n.e.s.,United States,2025,import,Thailand,197.86,93560,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-150,210690,Food preparations n.e.s.,United States,2025,import,China,413.97,80453,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-151,210690,Food preparations n.e.s.,Australia,2024,import,Vietnam,11.93,6162,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-152,210690,Food preparations n.e.s.,Australia,2024,import,Thailand,56.86,26673,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-153,210690,Food preparations n.e.s.,Australia,2024,import,China,108.68,15912,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-154,210690,Food preparations n.e.s.,Australia,2025,import,Vietnam,13.59,6456,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-155,210690,Food preparations n.e.s.,Australia,2025,import,Thailand,62.13,25261,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-156,210690,Food preparations n.e.s.,Australia,2025,import,China,115.55,17374,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-157,210690,Food preparations n.e.s.,EU27 (extra-EU imports),2024,import,Vietnam,33.28,20695,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-158,210690,Food preparations n.e.s.,EU27 (extra-EU imports),2024,import,Thailand,86.90,45047,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-159,210690,Food preparations n.e.s.,EU27 (extra-EU imports),2024,import,China,349.68,34832,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-160,210690,Food preparations n.e.s.,EU27 (extra-EU imports),2025,import,Vietnam,66.72,37278,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-161,210690,Food preparations n.e.s.,EU27 (extra-EU imports),2025,import,Thailand,91.08,44360,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-162,210690,Food preparations n.e.s.,EU27 (extra-EU imports),2025,import,China,422.34,43036,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-163,350400,Peptones and other protein substances (incl. isolates),Japan,2024,import,Vietnam,0.26,47,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-164,350400,Peptones and other protein substances (incl. isolates),Japan,2024,import,Thailand,28.04,1504,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-165,350400,Peptones and other protein substances (incl. isolates),Japan,2024,import,China,76.52,20599,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-166,350400,Peptones and other protein substances (incl. isolates),Japan,2025,import,Vietnam,0.16,26,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-167,350400,Peptones and other protein substances (incl. isolates),Japan,2025,import,Thailand,31.25,1576,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-168,350400,Peptones and other protein substances (incl. isolates),Japan,2025,import,China,73.98,22029,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-169,350400,Peptones and other protein substances (incl. isolates),Korea,2024,import,Vietnam,1.65,114,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-170,350400,Peptones and other protein substances (incl. isolates),Korea,2024,import,Thailand,0.04,2,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-171,350400,Peptones and other protein substances (incl. isolates),Korea,2024,import,China,21.86,7039,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-172,350400,Peptones and other protein substances (incl. isolates),Korea,2025,import,Vietnam,1.31,97,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-173,350400,Peptones and other protein substances (incl. isolates),Korea,2025,import,Thailand,0.09,3,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-174,350400,Peptones and other protein substances (incl. isolates),Korea,2025,import,China,27.53,9214,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-175,350400,Peptones and other protein substances (incl. isolates),United Kingdom,2024,import,Vietnam,3.92,260,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-176,350400,Peptones and other protein substances (incl. isolates),United Kingdom,2024,import,Thailand,,,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes. No record returned by the API for this cell."
WFT-177,350400,Peptones and other protein substances (incl. isolates),United Kingdom,2024,import,China,27.01,7627,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-178,350400,Peptones and other protein substances (incl. isolates),United Kingdom,2025,import,Vietnam,2.49,180,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-179,350400,Peptones and other protein substances (incl. isolates),United Kingdom,2025,import,Thailand,,,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes. No record returned by the API for this cell."
WFT-180,350400,Peptones and other protein substances (incl. isolates),United Kingdom,2025,import,China,28.65,9334,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-181,350400,Peptones and other protein substances (incl. isolates),Germany,2024,import,Vietnam,0.07,8,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-182,350400,Peptones and other protein substances (incl. isolates),Germany,2024,import,Thailand,0.05,20,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-183,350400,Peptones and other protein substances (incl. isolates),Germany,2024,import,China,30.10,10063,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-184,350400,Peptones and other protein substances (incl. isolates),Germany,2025,import,Vietnam,0.77,58,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-185,350400,Peptones and other protein substances (incl. isolates),Germany,2025,import,Thailand,0.00,0,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-186,350400,Peptones and other protein substances (incl. isolates),Germany,2025,import,China,37.85,13532,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-187,350400,Peptones and other protein substances (incl. isolates),Netherlands,2024,import,Vietnam,0.54,36,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-188,350400,Peptones and other protein substances (incl. isolates),Netherlands,2024,import,Thailand,,,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes. No record returned by the API for this cell."
WFT-189,350400,Peptones and other protein substances (incl. isolates),Netherlands,2024,import,China,37.51,10039,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-190,350400,Peptones and other protein substances (incl. isolates),Netherlands,2025,import,Vietnam,0.33,26,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-191,350400,Peptones and other protein substances (incl. isolates),Netherlands,2025,import,Thailand,0.22,17,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-192,350400,Peptones and other protein substances (incl. isolates),Netherlands,2025,import,China,44.74,13409,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-193,350400,Peptones and other protein substances (incl. isolates),France,2024,import,Vietnam,0.00,0,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-194,350400,Peptones and other protein substances (incl. isolates),France,2024,import,Thailand,0.03,5,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-195,350400,Peptones and other protein substances (incl. isolates),France,2024,import,China,1.37,217,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-196,350400,Peptones and other protein substances (incl. isolates),France,2025,import,Vietnam,0.06,3,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-197,350400,Peptones and other protein substances (incl. isolates),France,2025,import,Thailand,0.00,0,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-198,350400,Peptones and other protein substances (incl. isolates),France,2025,import,China,2.37,317,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-199,350400,Peptones and other protein substances (incl. isolates),United States,2024,import,Vietnam,0.02,1,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-200,350400,Peptones and other protein substances (incl. isolates),United States,2024,import,Thailand,0.02,0,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-201,350400,Peptones and other protein substances (incl. isolates),United States,2024,import,China,187.56,47331,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-202,350400,Peptones and other protein substances (incl. isolates),United States,2025,import,Vietnam,0.03,2,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-203,350400,Peptones and other protein substances (incl. isolates),United States,2025,import,Thailand,1.05,59,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-204,350400,Peptones and other protein substances (incl. isolates),United States,2025,import,China,144.41,51510,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-205,350400,Peptones and other protein substances (incl. isolates),Australia,2024,import,Vietnam,,,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes. No record returned by the API for this cell."
WFT-206,350400,Peptones and other protein substances (incl. isolates),Australia,2024,import,Thailand,,,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes. No record returned by the API for this cell."
WFT-207,350400,Peptones and other protein substances (incl. isolates),Australia,2024,import,China,22.95,,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes. Net weight not reported."
WFT-208,350400,Peptones and other protein substances (incl. isolates),Australia,2025,import,Vietnam,,,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes. No record returned by the API for this cell."
WFT-209,350400,Peptones and other protein substances (incl. isolates),Australia,2025,import,Thailand,0.36,,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes. Net weight not reported."
WFT-210,350400,Peptones and other protein substances (incl. isolates),Australia,2025,import,China,26.72,,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes. Net weight not reported."
WFT-211,350400,Peptones and other protein substances (incl. isolates),EU27 (extra-EU imports),2024,import,Vietnam,7.90,532,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-212,350400,Peptones and other protein substances (incl. isolates),EU27 (extra-EU imports),2024,import,Thailand,0.06,20,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-213,350400,Peptones and other protein substances (incl. isolates),EU27 (extra-EU imports),2024,import,China,129.09,40633,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-214,350400,Peptones and other protein substances (incl. isolates),EU27 (extra-EU imports),2025,import,Vietnam,6.75,513,XBA-28,VN-direct,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-215,350400,Peptones and other protein substances (incl. isolates),EU27 (extra-EU imports),2025,import,Thailand,0.26,23,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-216,350400,Peptones and other protein substances (incl. isolates),EU27 (extra-EU imports),2025,import,China,136.95,47536,XBA-28,general,High,revealed,"Partner-reported imports (mirror data); CIF values; customs code C00, all transport modes."
WFT-217,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,World,128.15,30013,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-218,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,United States,29.09,6814,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-219,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,Australia,27.94,6542,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-220,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,United Kingdom,9.68,2267,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-221,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,Korea,9.10,2131,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-222,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,Canada,7.78,1823,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-223,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,Japan,7.45,1744,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-224,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,Netherlands,7.22,1690,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-225,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,China,6.15,1440,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-226,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,Belgium,5.38,1259,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-227,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,France,4.68,1096,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-228,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,Germany,2.31,542,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-229,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,Italy,2.28,534,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
WFT-230,190220,"Stuffed pasta (dumplings, wontons and similar)",Vietnam,2023,export,Singapore,1.80,422,XBA-29,VN-direct,High,revealed,"Vietnam-reported exports, FOB; 2024 not yet reported by Vietnam when queried. Share of vegetarian products not identifiable at six digits."
