record_id,scenario,year,route,indicator,value,low,high,unit,source_ids,evidence_label,confidence,demand_evidence_type,notes
DFU-110,D-STRETCH,2030,R5,meat_protein_displaced_t,117,,,t protein a year,demand_outputs.csv,VN-direct,Low,inferred,Model output (household analogues).
DFU-111,D-STRETCH,2030,R5,pigs_spared,6800,6699,6905,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Slaughter count avoided; includes animals raised abroad for imported meat.
DFU-112,D-STRETCH,2030,R5,poultry_spared,136976,122098,153213,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Chickens and ducks; range from FAOSTAT carcass yield per bird 2022 to 2024.
DFU-113,D-STRETCH,2030,R5,cattle_and_buffalo_spared,435,435,467,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,"Vietnamese carcass yields; imported beef comes from heavier animals, so this overstates head."
DFU-114,D-STRETCH,2030,R5,co2e_avoided_net_t,2929,-5333,11692,t CO2e a year,FUF-04; FUF-05; FUF-07; FUF-08; demand_outputs.csv; balance_outputs.csv,VN-adjacent,Low,inferred,"Gross (GLEAM E and SE Asia humid-zone intensities x carcass displaced) minus replacement protein at 8.36 kg CO2e per kg protein. Low: GLEAM 10% lowest minus tofu-level replacement. High: higher of GLEAM 10% highest and Poore and Nemecek per-protein means, minus soy concentrate-level replacement."
DFU-115,D-STRETCH,2030,R2 to R5,animals_spared_total,3356300,3011431,3733351,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,"Pigs, poultry, cattle and buffalo. Fish not counted: the model counts meat only, though added chay days would also avoid fish."
DFU-116,D-STRETCH,2030,R2 to R5,poultry_share_of_animals_spared,93.8,,,%,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,
DFU-117,D-STRETCH,2030,R2 to R5,co2e_avoided_net_t,187830,109098,336725,t CO2e a year,FUF-04; FUF-05; FUF-07; FUF-08; demand_outputs.csv; balance_outputs.csv,VN-adjacent,Low,inferred,"Sum of R2 to R5. Routes R1, R6 and R7 displace no Vietnamese meat in the model."
DFU-118,D-STRETCH,2030,R4,canteen_meals_shifted,33.1,,,million meal-equivalents a year,"demand_assumptions.csv (DMA-079, DMA-080, DMA-089 to DMA-098)",VN-direct,Low,inferred,A meal-equivalent is one protein dish of 20 g protein supplied by plant or novel protein instead of meat.
DFU-119,D-STRETCH,2030,R4,school_meals_shifted,4.0,,,million meal-equivalents a year,"demand_assumptions.csv (DMA-081, DMA-082, DMA-104 to DMA-113)",VN-direct,Low,inferred,"MOH school-meal guidance (APR-04) asks for animal protein at least 4 to 5 days a week, which caps animal-free school days at about 1 in 5."
DFU-120,D-STRETCH,2030,R1,meat_protein_displaced_t,0,,,t protein a year,demand_outputs.csv,VN-direct,Low,inferred,Import substitution replaces imported plant protein with domestic plant protein; no meat displaced.
DFU-121,D-STRETCH,2030,R1,animals_spared_total,0,,,head a year,demand_outputs.csv,VN-direct,Low,inferred,
DFU-122,D-STRETCH,2030,R1,co2e_avoided_net_t,about 0 (sign unknown),,,t CO2e a year,MAC-04; MAC-09,VN-adjacent,Low,inferred,Soy protein replaces soy protein; the feedstock would still be imported soybeans. Only freight and process energy differ; not computed.
DFU-123,D-STRETCH,2030,R1,import_value_replaced_usd_m,12.9,10.6,15.3,USD million a year (gross),BUY-02; demand_outputs.csv,VN-direct,Low,inferred,"11.8 kt product at 65% protein x USD 0.9 to 1.3 per kg (unit values of Chinese shipments, package ch16); value is the midpoint, low and high are the price bounds. Gross; net of imported soybean feedstock is lower."
DFU-124,D-STRETCH,2030,R1,domestic_share_of_food_plant_protein_pool,20,,,%,demand_assumptions.csv,VN-direct,Low,inferred,Scenario assumption (DMA-014 to DMA-023).
DFU-125,D-STRETCH,2035,R2,added_chay_person_days,191.7,,,million person-days a year,demand_outputs.csv; demand_assumptions.csv,VN-direct,Low,inferred,Meat-free person-days added by extra chay days (displaced / (meat protein per person-day x 0.7)). Each day holds two to three meat meals.
DFU-126,D-STRETCH,2035,R2,meat_protein_displaced_t,4520,,,t protein a year,demand_outputs.csv,VN-direct,Low,inferred,Model output (added chay days).
DFU-127,D-STRETCH,2035,R2,pigs_spared,244674,241022,248438,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Slaughter count avoided; includes animals raised abroad for imported meat.
DFU-128,D-STRETCH,2035,R2,poultry_spared,5908021,5266293,6608351,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Chickens and ducks; range from FAOSTAT carcass yield per bird 2022 to 2024.
DFU-129,D-STRETCH,2035,R2,cattle_and_buffalo_spared,16488,16488,17668,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,"Vietnamese carcass yields; imported beef comes from heavier animals, so this overstates head."
DFU-130,D-STRETCH,2035,R2,co2e_avoided_net_t,279182,192098,471056,t CO2e a year,FUF-04; FUF-05; FUF-07; FUF-08; demand_outputs.csv; balance_outputs.csv,VN-adjacent,Low,inferred,"Gross (GLEAM E and SE Asia humid-zone intensities x carcass displaced) minus replacement protein at 8.36 kg CO2e per kg protein. Low: GLEAM 10% lowest minus tofu-level replacement. High: higher of GLEAM 10% highest and Poore and Nemecek per-protein means, minus soy concentrate-level replacement."
DFU-131,D-STRETCH,2035,R3,meat_protein_displaced_t,2650,,,t protein a year,demand_outputs.csv,VN-direct,Low,inferred,Model output (hybrid processed meat).
DFU-132,D-STRETCH,2035,R3,pigs_spared,200758,197761,203846,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Slaughter count avoided; includes animals raised abroad for imported meat.
DFU-133,D-STRETCH,2035,R3,poultry_spared,1371344,1222389,1533902,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Chickens and ducks; range from FAOSTAT carcass yield per bird 2022 to 2024.
DFU-134,D-STRETCH,2035,R3,cattle_and_buffalo_spared,11343,11343,12154,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,"Vietnamese carcass yields; imported beef comes from heavier animals, so this overstates head."
DFU-135,D-STRETCH,2035,R3,co2e_avoided_net_t,166836,94837,302207,t CO2e a year,FUF-04; FUF-05; FUF-07; FUF-08; demand_outputs.csv; balance_outputs.csv,VN-adjacent,Low,inferred,"Gross (GLEAM E and SE Asia humid-zone intensities x carcass displaced) minus replacement protein at 8.36 kg CO2e per kg protein. Low: GLEAM 10% lowest minus tofu-level replacement. High: higher of GLEAM 10% highest and Poore and Nemecek per-protein means, minus soy concentrate-level replacement."
DFU-136,D-STRETCH,2035,R4,meat_protein_displaced_t,1820,,,t protein a year,demand_outputs.csv,VN-direct,Low,inferred,Model output (canteens and schools).
DFU-137,D-STRETCH,2035,R4,pigs_spared,98519,97049,100035,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Slaughter count avoided; includes animals raised abroad for imported meat.
DFU-138,D-STRETCH,2035,R4,poultry_spared,2378893,2120498,2660885,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Chickens and ducks; range from FAOSTAT carcass yield per bird 2022 to 2024.
DFU-139,D-STRETCH,2035,R4,cattle_and_buffalo_spared,6639,6639,7114,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,"Vietnamese carcass yields; imported beef comes from heavier animals, so this overstates head."
DFU-140,D-STRETCH,2035,R4,co2e_avoided_net_t,101181,50813,187913,t CO2e a year,FUF-04; FUF-05; FUF-07; FUF-08; demand_outputs.csv; balance_outputs.csv,VN-adjacent,Low,inferred,"Gross (GLEAM E and SE Asia humid-zone intensities x carcass displaced) minus replacement protein at 8.36 kg CO2e per kg protein. Low: GLEAM 10% lowest minus tofu-level replacement. High: higher of GLEAM 10% highest and Poore and Nemecek per-protein means, minus soy concentrate-level replacement."
DFU-141,D-STRETCH,2035,R5,meat_protein_displaced_t,256,,,t protein a year,demand_outputs.csv,VN-direct,Low,inferred,Model output (household analogues).
DFU-142,D-STRETCH,2035,R5,pigs_spared,13852,13645,14065,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Slaughter count avoided; includes animals raised abroad for imported meat.
DFU-143,D-STRETCH,2035,R5,poultry_spared,334483,298151,374132,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Chickens and ducks; range from FAOSTAT carcass yield per bird 2022 to 2024.
DFU-144,D-STRETCH,2035,R5,cattle_and_buffalo_spared,933,933,1000,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,"Vietnamese carcass yields; imported beef comes from heavier animals, so this overstates head."
DFU-145,D-STRETCH,2035,R5,co2e_avoided_net_t,6194,-11832,25163,t CO2e a year,FUF-04; FUF-05; FUF-07; FUF-08; demand_outputs.csv; balance_outputs.csv,VN-adjacent,Low,inferred,"Gross (GLEAM E and SE Asia humid-zone intensities x carcass displaced) minus replacement protein at 8.36 kg CO2e per kg protein. Low: GLEAM 10% lowest minus tofu-level replacement. High: higher of GLEAM 10% highest and Poore and Nemecek per-protein means, minus soy concentrate-level replacement."
DFU-146,D-STRETCH,2035,R2 to R5,animals_spared_total,10585947,9492213,11781590,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,"Pigs, poultry, cattle and buffalo. Fish not counted: the model counts meat only, though added chay days would also avoid fish."
DFU-147,D-STRETCH,2035,R2 to R5,poultry_share_of_animals_spared,94.4,,,%,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,
DFU-148,D-STRETCH,2035,R2 to R5,co2e_avoided_net_t,553393,325916,986337,t CO2e a year,FUF-04; FUF-05; FUF-07; FUF-08; demand_outputs.csv; balance_outputs.csv,VN-adjacent,Low,inferred,"Sum of R2 to R5. Routes R1, R6 and R7 displace no Vietnamese meat in the model."
DFU-149,D-STRETCH,2035,R4,canteen_meals_shifted,97.5,,,million meal-equivalents a year,"demand_assumptions.csv (DMA-079, DMA-080, DMA-089 to DMA-098)",VN-direct,Low,inferred,A meal-equivalent is one protein dish of 20 g protein supplied by plant or novel protein instead of meat.
DFU-150,D-STRETCH,2035,R4,school_meals_shifted,16.0,,,million meal-equivalents a year,"demand_assumptions.csv (DMA-081, DMA-082, DMA-104 to DMA-113)",VN-direct,Low,inferred,"MOH school-meal guidance (APR-04) asks for animal protein at least 4 to 5 days a week, which caps animal-free school days at about 1 in 5."
DFU-151,D-STRETCH,2035,R1,meat_protein_displaced_t,0,,,t protein a year,demand_outputs.csv,VN-direct,Low,inferred,Import substitution replaces imported plant protein with domestic plant protein; no meat displaced.
DFU-152,D-STRETCH,2035,R1,animals_spared_total,0,,,head a year,demand_outputs.csv,VN-direct,Low,inferred,
DFU-153,D-STRETCH,2035,R1,co2e_avoided_net_t,about 0 (sign unknown),,,t CO2e a year,MAC-04; MAC-09,VN-adjacent,Low,inferred,Soy protein replaces soy protein; the feedstock would still be imported soybeans. Only freight and process energy differ; not computed.
DFU-154,D-STRETCH,2035,R1,import_value_replaced_usd_m,42.7,35.0,50.5,USD million a year (gross),BUY-02; demand_outputs.csv,VN-direct,Low,inferred,"38.9 kt product at 65% protein x USD 0.9 to 1.3 per kg (unit values of Chinese shipments, package ch16); value is the midpoint, low and high are the price bounds. Gross; net of imported soybean feedstock is lower."
DFU-155,D-STRETCH,2035,R1,domestic_share_of_food_plant_protein_pool,45,,,%,demand_assumptions.csv,VN-direct,Low,inferred,Scenario assumption (DMA-014 to DMA-023).
DFU-156,D-STRETCH,2050,R2,added_chay_person_days,396.2,,,million person-days a year,demand_outputs.csv; demand_assumptions.csv,VN-direct,Low,inferred,Meat-free person-days added by extra chay days (displaced / (meat protein per person-day x 0.7)). Each day holds two to three meat meals.
DFU-157,D-STRETCH,2050,R2,meat_protein_displaced_t,9990,,,t protein a year,demand_outputs.csv,VN-direct,Low,inferred,Model output (added chay days).
DFU-158,D-STRETCH,2050,R2,pigs_spared,520895,513120,528908,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Slaughter count avoided; includes animals raised abroad for imported meat.
DFU-159,D-STRETCH,2050,R2,poultry_spared,13486402,12021513,15085066,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Chickens and ducks; range from FAOSTAT carcass yield per bird 2022 to 2024.
DFU-160,D-STRETCH,2050,R2,cattle_and_buffalo_spared,39547,39547,42376,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,"Vietnamese carcass yields; imported beef comes from heavier animals, so this overstates head."
DFU-161,D-STRETCH,2050,R2,co2e_avoided_net_t,642384,446914,1069850,t CO2e a year,FUF-04; FUF-05; FUF-07; FUF-08; demand_outputs.csv; balance_outputs.csv,VN-adjacent,Low,inferred,"Gross (GLEAM E and SE Asia humid-zone intensities x carcass displaced) minus replacement protein at 8.36 kg CO2e per kg protein. Low: GLEAM 10% lowest minus tofu-level replacement. High: higher of GLEAM 10% highest and Poore and Nemecek per-protein means, minus soy concentrate-level replacement."
DFU-162,D-STRETCH,2050,R3,meat_protein_displaced_t,6830,,,t protein a year,demand_outputs.csv,VN-direct,Low,inferred,Model output (hybrid processed meat).
DFU-163,D-STRETCH,2050,R3,pigs_spared,517424,509701,525385,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Slaughter count avoided; includes animals raised abroad for imported meat.
DFU-164,D-STRETCH,2050,R3,poultry_spared,3534446,3150535,3953415,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Chickens and ducks; range from FAOSTAT carcass yield per bird 2022 to 2024.
DFU-165,D-STRETCH,2050,R3,cattle_and_buffalo_spared,29234,29234,31325,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,"Vietnamese carcass yields; imported beef comes from heavier animals, so this overstates head."
DFU-166,D-STRETCH,2050,R3,co2e_avoided_net_t,430106,244689,778912,t CO2e a year,FUF-04; FUF-05; FUF-07; FUF-08; demand_outputs.csv; balance_outputs.csv,VN-adjacent,Low,inferred,"Gross (GLEAM E and SE Asia humid-zone intensities x carcass displaced) minus replacement protein at 8.36 kg CO2e per kg protein. Low: GLEAM 10% lowest minus tofu-level replacement. High: higher of GLEAM 10% highest and Poore and Nemecek per-protein means, minus soy concentrate-level replacement."
DFU-167,D-STRETCH,2050,R4,meat_protein_displaced_t,4580,,,t protein a year,demand_outputs.csv,VN-direct,Low,inferred,Model output (canteens and schools).
DFU-168,D-STRETCH,2050,R4,pigs_spared,238809,235244,242483,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Slaughter count avoided; includes animals raised abroad for imported meat.
DFU-169,D-STRETCH,2050,R4,poultry_spared,6182955,5511364,6915876,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Chickens and ducks; range from FAOSTAT carcass yield per bird 2022 to 2024.
DFU-170,D-STRETCH,2050,R4,cattle_and_buffalo_spared,18131,18131,19428,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,"Vietnamese carcass yields; imported beef comes from heavier animals, so this overstates head."
DFU-171,D-STRETCH,2050,R4,co2e_avoided_net_t,264910,134972,485844,t CO2e a year,FUF-04; FUF-05; FUF-07; FUF-08; demand_outputs.csv; balance_outputs.csv,VN-adjacent,Low,inferred,"Gross (GLEAM E and SE Asia humid-zone intensities x carcass displaced) minus replacement protein at 8.36 kg CO2e per kg protein. Low: GLEAM 10% lowest minus tofu-level replacement. High: higher of GLEAM 10% highest and Poore and Nemecek per-protein means, minus soy concentrate-level replacement."
DFU-172,D-STRETCH,2050,R5,meat_protein_displaced_t,525,,,t protein a year,demand_outputs.csv,VN-direct,Low,inferred,Model output (household analogues).
DFU-173,D-STRETCH,2050,R5,pigs_spared,27385,26976,27806,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Slaughter count avoided; includes animals raised abroad for imported meat.
DFU-174,D-STRETCH,2050,R5,poultry_spared,709015,632002,793061,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,Chickens and ducks; range from FAOSTAT carcass yield per bird 2022 to 2024.
DFU-175,D-STRETCH,2050,R5,cattle_and_buffalo_spared,2079,2079,2228,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,"Vietnamese carcass yields; imported beef comes from heavier animals, so this overstates head."
DFU-176,D-STRETCH,2050,R5,co2e_avoided_net_t,13875,-23510,53127,t CO2e a year,FUF-04; FUF-05; FUF-07; FUF-08; demand_outputs.csv; balance_outputs.csv,VN-adjacent,Low,inferred,"Gross (GLEAM E and SE Asia humid-zone intensities x carcass displaced) minus replacement protein at 8.36 kg CO2e per kg protein. Low: GLEAM 10% lowest minus tofu-level replacement. High: higher of GLEAM 10% highest and Poore and Nemecek per-protein means, minus soy concentrate-level replacement."
DFU-177,D-STRETCH,2050,R2 to R5,animals_spared_total,25306322,22689447,28167356,head a year,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,"Pigs, poultry, cattle and buffalo. Fish not counted: the model counts meat only, though added chay days would also avoid fish."
DFU-178,D-STRETCH,2050,R2 to R5,poultry_share_of_animals_spared,94.5,,,%,FUF-03; demand_outputs.csv; balance_outputs.csv,VN-direct,Low,inferred,
DFU-179,D-STRETCH,2050,R2 to R5,co2e_avoided_net_t,1351274,803065,2387733,t CO2e a year,FUF-04; FUF-05; FUF-07; FUF-08; demand_outputs.csv; balance_outputs.csv,VN-adjacent,Low,inferred,"Sum of R2 to R5. Routes R1, R6 and R7 displace no Vietnamese meat in the model."
DFU-180,D-STRETCH,2050,R4,canteen_meals_shifted,246.1,,,million meal-equivalents a year,"demand_assumptions.csv (DMA-079, DMA-080, DMA-089 to DMA-098)",VN-direct,Low,inferred,A meal-equivalent is one protein dish of 20 g protein supplied by plant or novel protein instead of meat.
DFU-181,D-STRETCH,2050,R4,school_meals_shifted,40.0,,,million meal-equivalents a year,"demand_assumptions.csv (DMA-081, DMA-082, DMA-104 to DMA-113)",VN-direct,Low,inferred,"MOH school-meal guidance (APR-04) asks for animal protein at least 4 to 5 days a week, which caps animal-free school days at about 1 in 5."
DFU-182,D-STRETCH,2050,R1,meat_protein_displaced_t,0,,,t protein a year,demand_outputs.csv,VN-direct,Low,inferred,Import substitution replaces imported plant protein with domestic plant protein; no meat displaced.
DFU-183,D-STRETCH,2050,R1,animals_spared_total,0,,,head a year,demand_outputs.csv,VN-direct,Low,inferred,
DFU-184,D-STRETCH,2050,R1,co2e_avoided_net_t,about 0 (sign unknown),,,t CO2e a year,MAC-04; MAC-09,VN-adjacent,Low,inferred,Soy protein replaces soy protein; the feedstock would still be imported soybeans. Only freight and process energy differ; not computed.
DFU-185,D-STRETCH,2050,R1,import_value_replaced_usd_m,180.8,147.9,213.7,USD million a year (gross),BUY-02; demand_outputs.csv,VN-direct,Low,inferred,"164.4 kt product at 65% protein x USD 0.9 to 1.3 per kg (unit values of Chinese shipments, package ch16); value is the midpoint, low and high are the price bounds. Gross; net of imported soybean feedstock is lower."
DFU-186,D-STRETCH,2050,R1,domestic_share_of_food_plant_protein_pool,60,,,%,demand_assumptions.csv,VN-direct,Low,inferred,Scenario assumption (DMA-014 to DMA-023).
DFU-187,S-BASE,2025,context,baseline_pigs_for_consumption,61.4,,,million head a year,FUF-03; balance_outputs.csv,VN-direct,Low,inferred,"Consumption basis (includes imports), Vietnamese carcass yields."
DFU-188,S-BASE,2025,context,baseline_poultry_for_consumption,1077,,,million head a year,FUF-03; balance_outputs.csv,VN-direct,Low,inferred,"Consumption basis (includes imports), Vietnamese carcass yields."
DFU-189,S-BASE,2035,context,baseline_pigs_for_consumption,70.9,,,million head a year,FUF-03; balance_outputs.csv,VN-direct,Low,inferred,"Consumption basis (includes imports), Vietnamese carcass yields."
DFU-190,S-BASE,2035,context,baseline_poultry_for_consumption,1711,,,million head a year,FUF-03; balance_outputs.csv,VN-direct,Low,inferred,"Consumption basis (includes imports), Vietnamese carcass yields."
