record_id,indicator,vietnam_item_wording,subgroup,value,lower_95_ci,upper_95_ci,unit,n,fieldwork,derived,source_ids,evidence_label,confidence,demand_evidence_type,notes
DQV-080,No animal-source food,Complement of Q13 to Q20 and Q25,Rural,5.43,2.33,12.16,% of adults 15+ on the previous day,238,13 Nov to 12 Dec 2021,yes (100 minus value; our calculation),APR-36; BRD-01,VN-direct,Low,revealed,"Plant-only days (no eggs, dairy, meat or fish)."
DQV-081,Instant noodles,Q23: instant noodles,All,40.07,35.22,45.03,% of adults 15+ on the previous day,1007,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-082,Instant noodles,Q23: instant noodles,Female,36.08,29.47,43.27,% of adults 15+ on the previous day,460,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-083,Instant noodles,Q23: instant noodles,Male,44.08,37.37,51.02,% of adults 15+ on the previous day,547,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-084,Instant noodles,Q23: instant noodles,Urban,35.54,30.13,41.36,% of adults 15+ on the previous day,768,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-085,Instant noodles,Q23: instant noodles,Rural,49.12,39.92,58.38,% of adults 15+ on the previous day,238,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Low,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-086,All-5,"Composite: at least one food from each of five recommended groups (staples; vegetables; fruits; pulses, nuts or seeds; animal-source foods)",All,42.15,37.33,47.05,% of adults 15+ on the previous day,1007,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-087,All-5,"Composite: at least one food from each of five recommended groups (staples; vegetables; fruits; pulses, nuts or seeds; animal-source foods)",Female,44.24,37.27,51.45,% of adults 15+ on the previous day,460,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-088,All-5,"Composite: at least one food from each of five recommended groups (staples; vegetables; fruits; pulses, nuts or seeds; animal-source foods)",Male,40.05,33.67,46.79,% of adults 15+ on the previous day,547,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-089,All-5,"Composite: at least one food from each of five recommended groups (staples; vegetables; fruits; pulses, nuts or seeds; animal-source foods)",Urban,44.24,38.59,50.03,% of adults 15+ on the previous day,768,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-090,All-5,"Composite: at least one food from each of five recommended groups (staples; vegetables; fruits; pulses, nuts or seeds; animal-source foods)",Rural,38.02,29.55,47.3,% of adults 15+ on the previous day,238,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Low,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-091,NCD-Protect,"Composite score, 0 to 9, protective food groups",All,4.41,4.2,4.62,score,1007,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-092,NCD-Protect,"Composite score, 0 to 9, protective food groups",Female,4.48,4.19,4.78,score,460,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-093,NCD-Protect,"Composite score, 0 to 9, protective food groups",Male,4.34,4.05,4.63,score,547,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-094,NCD-Protect,"Composite score, 0 to 9, protective food groups",Urban,4.47,4.21,4.73,score,768,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-095,NCD-Protect,"Composite score, 0 to 9, protective food groups",Rural,4.3,3.97,4.64,score,238,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Low,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-096,NCD-Risk,"Composite score, 0 to 9, risk food groups",All,2.63,2.46,2.8,score,1007,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-097,NCD-Risk,"Composite score, 0 to 9, risk food groups",Female,2.53,2.27,2.79,score,460,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-098,NCD-Risk,"Composite score, 0 to 9, risk food groups",Male,2.73,2.5,2.96,score,547,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-099,NCD-Risk,"Composite score, 0 to 9, risk food groups",Urban,2.62,2.43,2.82,score,768,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-100,NCD-Risk,"Composite score, 0 to 9, risk food groups",Rural,2.65,2.3,2.99,score,238,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Low,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-101,GDR score,Global Dietary Recommendations score (NCD-Protect minus NCD-Risk plus 9),All,10.78,10.55,11.01,score,1007,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-102,GDR score,Global Dietary Recommendations score (NCD-Protect minus NCD-Risk plus 9),Female,10.95,10.6,11.3,score,460,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-103,GDR score,Global Dietary Recommendations score (NCD-Protect minus NCD-Risk plus 9),Male,10.61,10.31,10.91,score,547,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-104,GDR score,Global Dietary Recommendations score (NCD-Protect minus NCD-Risk plus 9),Urban,10.85,10.55,11.14,score,768,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-105,GDR score,Global Dietary Recommendations score (NCD-Protect minus NCD-Risk plus 9),Rural,10.65,10.28,11.03,score,238,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Low,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-106,Dietary Diversity Score (DDS),Count of 10 food groups eaten,All,6.62,6.42,6.82,score,1007,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-107,Dietary Diversity Score (DDS),Count of 10 food groups eaten,Female,6.79,6.5,7.08,score,460,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-108,Dietary Diversity Score (DDS),Count of 10 food groups eaten,Male,6.45,6.17,6.73,score,547,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-109,Dietary Diversity Score (DDS),Count of 10 food groups eaten,Urban,6.67,6.42,6.92,score,768,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-110,Dietary Diversity Score (DDS),Count of 10 food groups eaten,Rural,6.52,6.17,6.88,score,238,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Low,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-111,MDD-W,Women 15 to 49 eating at least 5 of 10 food groups,Female,88.67,82.99,92.62,% of adults 15+ on the previous day,427,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
DQV-112,MDD-W,Women 15 to 49 eating at least 5 of 10 food groups,Urban,87.82,80.36,92.7,% of adults 15+ on the previous day,335,13 Nov to 12 Dec 2021,no,APR-36; BRD-01; BRD-02; BRD-03,VN-direct,Medium,revealed,"Weighted estimate; Gallup World Poll, mobile telephone, n = 1,007, design effect 2.56."
