record_id,parameter,scenario,year,value,unit,basis,source_ids,confidence,notes
DMA-100,r4_school_adoption,D-DRIFT,2030,0,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-101,r4_school_adoption,D-DRIFT,2035,0,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-102,r4_school_adoption,D-DRIFT,2040,0.002,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-103,r4_school_adoption,D-DRIFT,2050,0.005,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-104,r4_school_adoption,D-BENCH,2025,0,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-105,r4_school_adoption,D-BENCH,2030,0,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-106,r4_school_adoption,D-BENCH,2035,0.005,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-107,r4_school_adoption,D-BENCH,2040,0.01,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-108,r4_school_adoption,D-BENCH,2050,0.02,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-109,r4_school_adoption,D-STRETCH,2025,0,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-110,r4_school_adoption,D-STRETCH,2030,0.005,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-111,r4_school_adoption,D-STRETCH,2035,0.02,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-112,r4_school_adoption,D-STRETCH,2040,0.035,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-113,r4_school_adoption,D-STRETCH,2050,0.05,share of school lunch protein supplied by plant or novel protein,"scenario assumption: later and lower than canteens. Version 0.4: Decision 1340's animal-protein target ended in 2020; Decision 3958/QĐ-BYT (2025) sets no animal share and asks for plant protein at least twice a week, but audited menus meet it in only 9 of 48 school-weeks and fill it with tofu beside meat, and the menu software prints an animal-protein floor of 48% (AIB-39; PMR-26)",CHN-33; CHN-36,Low,"Version 0.4: caveat, value unchanged: school protein sold into the plant slot replaces tofu, not meat; applying zero displacement to it would lower D-BENCH 2035 displacement from 2.35 to about 2.29 kt. Only blends in minced-meat and fish-cake dishes (28.5% of audited days) remove meat."
DMA-114,r4_net_displacement,ALL,ALL,0.8,meat protein removed per unit of protein supplied,assumption: meal-level substitution; lasting diet effect unmeasured (pooled SMD 0.07 in RCTs with delayed outcomes),GLB-39,Low,"Version 0.4: caveat, value unchanged: 0.8 fits canteen dishes and blends in school meat dishes; school protein sold into the plant slot displaces tofu, not meat, and would take 0 (R4 displaced 0.65 to about 0.58 kt in 2035; total 2.35 to about 2.29 kt; within rounding of the headline)."
DMA-115,r5_regular_buyer_share,D-DRIFT,2025,0.001,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-116,r5_regular_buyer_share,D-DRIFT,2030,0.003,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-117,r5_regular_buyer_share,D-DRIFT,2035,0.005,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-118,r5_regular_buyer_share,D-DRIFT,2040,0.007,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-119,r5_regular_buyer_share,D-DRIFT,2050,0.01,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-120,r5_regular_buyer_share,D-BENCH,2025,0.001,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-121,r5_regular_buyer_share,D-BENCH,2030,0.01,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-122,r5_regular_buyer_share,D-BENCH,2035,0.02,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-123,r5_regular_buyer_share,D-BENCH,2040,0.03,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-124,r5_regular_buyer_share,D-BENCH,2050,0.04,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-125,r5_regular_buyer_share,D-STRETCH,2025,0.001,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-126,r5_regular_buyer_share,D-STRETCH,2030,0.03,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-127,r5_regular_buyer_share,D-STRETCH,2035,0.06,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-128,r5_regular_buyer_share,D-STRETCH,2040,0.08,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-129,r5_regular_buyer_share,D-STRETCH,2050,0.1,share of urban residents buying modern analogues at least monthly,scenario assumption; benchmark ceiling 8.6 to 10.4% of households in the UK and Germany at 35 to 100% price premiums,GLB-09; GLB-11; CON-02,Low,Vietnam: 3% of an online urban panel eat plant-based meat weekly (much of it probably traditional mock meat).
DMA-130,r5_kg_product_per_buyer,ALL,ALL,3,kg product a year per regular buyer,assumption: about 250 g a month,our judgement,Low,
DMA-131,r5_protein_share,ALL,ALL,0.15,kg protein per kg product,design target for meat-like analogues,FORM-01,Low,
DMA-132,r5_net_displacement,ALL,ALL,0.2,meat protein removed per unit of analogue protein,assumption: US scanner panels find displacement indistinguishable from zero; sensitivity 0 to 0.5,GLB-19; GLB-17; GLB-20,Low,
DMA-133,r6_plant_milk_ml,ALL,2025,300,million litres a year,"our estimate: branded soy milk about VND 5,300 billion (2025) at about VND 25,000 per litre, plus nut and oat milks",CON-26; CON-27; FORM-01,Low,Range 250 to 400 million litres.
DMA-134,r6_growth,D-DRIFT,ALL,0.04,a year,"assumption: Vinasoy soy milk revenue grew 13 to 22% in 2025, partly bought with promotion",CON-26; CON-27,Low,
DMA-135,r6_growth,D-BENCH,ALL,0.06,a year,"assumption: Vinasoy soy milk revenue grew 13 to 22% in 2025, partly bought with promotion",CON-26; CON-27,Low,
DMA-136,r6_growth,D-STRETCH,ALL,0.08,a year,"assumption: Vinasoy soy milk revenue grew 13 to 22% in 2025, partly bought with promotion",CON-26; CON-27,Low,
DMA-137,r6_high_protein_share,D-DRIFT,2025,0.01,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-138,r6_high_protein_share,D-DRIFT,2030,0.02,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-139,r6_high_protein_share,D-DRIFT,2035,0.03,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-140,r6_high_protein_share,D-DRIFT,2040,0.04,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-141,r6_high_protein_share,D-DRIFT,2050,0.05,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-142,r6_high_protein_share,D-BENCH,2025,0.01,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-143,r6_high_protein_share,D-BENCH,2030,0.04,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-144,r6_high_protein_share,D-BENCH,2035,0.08,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-145,r6_high_protein_share,D-BENCH,2040,0.11,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-146,r6_high_protein_share,D-BENCH,2050,0.15,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-147,r6_high_protein_share,D-STRETCH,2025,0.01,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-148,r6_high_protein_share,D-STRETCH,2030,0.08,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-149,r6_high_protein_share,D-STRETCH,2035,0.15,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-150,r6_high_protein_share,D-STRETCH,2040,0.2,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-151,r6_high_protein_share,D-STRETCH,2050,0.25,share of plant milk volume sold as high protein (5 g or more per 100 ml),scenario assumption; Vinamilk high-protein nut milk launched 2024,BUY-16; CON-37,Low,
DMA-152,r6_added_protein_g_per_l,ALL,ALL,30,g protein added per litre by an isolate,lifting 2 g to 5 g per 100 ml,BUY-16; FORM-01,Low,
DMA-153,r7_export_kt,D-DRIFT,2025,0,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-154,r7_export_kt,D-DRIFT,2030,0.5,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-155,r7_export_kt,D-DRIFT,2035,1,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-156,r7_export_kt,D-DRIFT,2040,2,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-157,r7_export_kt,D-DRIFT,2050,3,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-158,r7_export_kt,D-BENCH,2025,0,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-159,r7_export_kt,D-BENCH,2030,3,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-160,r7_export_kt,D-BENCH,2035,10,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-161,r7_export_kt,D-BENCH,2040,18,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-162,r7_export_kt,D-BENCH,2050,30,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-163,r7_export_kt,D-STRETCH,2025,0,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-164,r7_export_kt,D-STRETCH,2030,8,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-165,r7_export_kt,D-STRETCH,2035,30,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-166,r7_export_kt,D-STRETCH,2040,55,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-167,r7_export_kt,D-STRETCH,2050,100,kt product a year containing domestic or novel protein,"scenario assumption: diaspora chay, EU and UK private label, B2B ingredients to Japan and Korea",EXP-23; EXP-37; EXP-41,Low,Vietnam exported USD 0.52 million of HS 2106.10 in 2023.
DMA-168,r7_protein_share,ALL,ALL,0.25,kg protein per kg product,assumption: mix of ingredients (about 60%) and finished foods (about 12%),our judgement,Low,"Version 0.4: caveat, value unchanged: the ingredient part has no revealed base (Vietnam's textured-protein exports to the EU, UK, Japan, Korea and Australia were 0 to 73 t each in 2024 to 2025); Vietnam-origin wrapped plant foods abroad carry 4 to 5.4 g protein per 100 g, and the high-protein dry chay exported today uses imported soy isolate. A share of 0.05 to 0.12 would make R7 0.5 to 1.2 kt in D-BENCH 2035, not 2.5 kt (XBA-26; XBA-28)."
DMA-169,price_per_kg_protein_usd,ALL,ALL,3.0,USD per kg protein delivered,"assumption: Chinese TVP about USD 1.9 per kg protein at the border plus freight, duty and margin; fungal and isolate grades higher",BUY-02,Low,Used only to give orders of magnitude of ingredient value.
DMA-170,line_output_kt,ALL,ALL,7,kt product a year from a 1 t/h textured-protein line,"assumption: about 7,000 operating hours",our judgement,Low,Supply study T1 capital note: USD 1.5 to 4 million per 1 t/h line (indicative).
DMA-171,r3_processed_share,SENS-LOW,ALL,0.03,,sensitivity bound,our judgement,Low,
DMA-172,r3_processed_share,SENS-HIGH,ALL,0.08,,sensitivity bound,our judgement,Low,
DMA-173,r2_keeper_share,SENS-LOW,ALL,0.2,,sensitivity bound,our judgement,Low,
DMA-174,r2_keeper_share,SENS-HIGH,ALL,0.5,,sensitivity bound,our judgement,Low,
DMA-175,r4_canteen_meals_bn,SENS-LOW,ALL,0.6,,sensitivity bound,our judgement,Low,
DMA-176,r4_canteen_meals_bn,SENS-HIGH,ALL,1.2,,sensitivity bound,our judgement,Low,
DMA-177,r4_school_meals_bn,SENS-LOW,ALL,0.5,,sensitivity bound,our judgement,Low,
DMA-178,r4_school_meals_bn,SENS-HIGH,ALL,1.2,,sensitivity bound,our judgement,Low,
DMA-179,r3_net_displacement,SENS-LOW,ALL,0.7,,sensitivity bound,our judgement,Low,
DMA-180,r3_net_displacement,SENS-HIGH,ALL,1.0,,sensitivity bound,our judgement,Low,
DMA-181,r5_net_displacement,SENS-LOW,ALL,0.0,,sensitivity bound,our judgement,Low,
DMA-182,r5_net_displacement,SENS-HIGH,ALL,0.5,,sensitivity bound,our judgement,Low,
DMA-183,r4_net_displacement,SENS-LOW,ALL,0.5,,sensitivity bound,our judgement,Low,
DMA-184,r4_net_displacement,SENS-HIGH,ALL,1.0,,sensitivity bound,our judgement,Low,
DMA-185,r2_compensation,SENS-LOW,ALL,0.0,,sensitivity bound,our judgement,Low,
DMA-186,r2_compensation,SENS-HIGH,ALL,0.6,,sensitivity bound,our judgement,Low,
DMA-187,r4_protein_per_meal_g,SENS-LOW,ALL,15,,sensitivity bound,our judgement,Low,
DMA-188,r4_protein_per_meal_g,SENS-HIGH,ALL,25,,sensitivity bound,our judgement,Low,
DMA-189,r5_kg_product_per_buyer,SENS-LOW,ALL,1.5,,sensitivity bound,our judgement,Low,
DMA-190,r5_kg_product_per_buyer,SENS-HIGH,ALL,6,,sensitivity bound,our judgement,Low,
