series,measure,basis,calendar,period,index_mean,index_min,index_max,n_years,years,source_ids,evidence_label,confidence,demand_evidence_type,notes
"China exports to Thailand, HS 3504",net weight,"China-reported, FOB",Gregorian month,11,1.15,0.86,1.9,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 3504",net weight,"China-reported, FOB",Gregorian month,12,1.07,0.64,1.43,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 3504",net weight,"China-reported, FOB",months from Tet month,-3,0.92,0.53,1.1,5,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 3504",net weight,"China-reported, FOB",months from Tet month,-2,1.18,0.64,1.9,5,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 3504",net weight,"China-reported, FOB",months from Tet month,-1,1.07,0.65,1.23,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 3504",net weight,"China-reported, FOB",months from Tet month,0,0.91,0.51,1.42,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 3504",net weight,"China-reported, FOB",months from Tet month,1,1.05,0.69,1.82,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 3504",net weight,"China-reported, FOB",months from Vu Lan month,-3,1.07,0.52,1.52,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 3504",net weight,"China-reported, FOB",months from Vu Lan month,-2,0.87,0.4,1.32,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 3504",net weight,"China-reported, FOB",months from Vu Lan month,-1,0.94,0.69,1.19,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 3504",net weight,"China-reported, FOB",months from Vu Lan month,0,0.97,0.7,1.44,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 3504",net weight,"China-reported, FOB",months from Vu Lan month,1,0.86,0.62,1.3,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,1,0.81,0.48,1.08,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,2,0.8,0.58,1.01,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,3,1.3,1.12,1.46,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,4,1.12,0.93,1.32,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,5,0.99,0.69,1.22,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,6,1.03,0.78,1.17,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,7,0.91,0.65,1.11,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,8,0.88,0.7,1.03,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,9,0.99,0.84,1.27,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,10,1.01,0.8,1.29,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,11,1.05,0.82,1.28,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,12,1.09,0.93,1.28,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,-3,1.07,0.82,1.29,5,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,-2,1.06,0.95,1.15,5,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,-1,0.99,0.74,1.18,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,0,0.69,0.48,1.01,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,1,1.17,0.84,1.46,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,-3,0.95,0.69,1.22,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,-2,1.01,0.65,1.17,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,-1,0.92,0.7,1.11,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,0,0.98,0.8,1.27,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,1,0.99,0.84,1.22,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,1,1.07,0.89,1.21,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,2,0.79,0.7,0.9,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,3,1.24,1.05,1.61,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,4,1.15,1.02,1.44,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,5,1.03,0.85,1.21,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,6,0.98,0.88,1.03,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,7,0.95,0.75,1.16,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,8,0.84,0.61,0.97,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,9,0.93,0.86,0.98,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,10,0.94,0.76,1.15,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,11,1.01,0.91,1.15,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,12,1.07,0.94,1.19,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,-3,1.0,0.86,1.15,5,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,-2,1.03,0.91,1.18,5,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,-1,1.06,0.94,1.21,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,0,0.88,0.78,1.13,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,1,1.04,0.7,1.33,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,-3,0.99,0.85,1.21,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,-2,0.95,0.75,1.03,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,-1,0.93,0.61,1.16,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,0,0.88,0.8,0.97,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,1,0.93,0.86,0.98,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,1,1.03,0.85,1.14,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,2,0.76,0.42,1.08,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,3,1.36,1.12,1.68,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,4,1.28,0.85,1.72,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,5,1.09,0.88,1.43,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,6,0.92,0.77,0.99,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,7,0.78,0.64,0.91,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,8,0.78,0.64,1.06,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,9,0.9,0.71,1.15,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,10,0.86,0.69,1.06,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,11,1.01,0.88,1.11,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",Gregorian month,12,1.23,0.99,1.52,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,-3,0.91,0.79,1.11,5,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,-2,1.17,0.91,1.52,5,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,-1,1.08,0.96,1.27,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,0,0.83,0.42,1.1,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Tet month,1,1.22,0.5,1.68,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,-3,1.1,0.9,1.43,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,-2,0.92,0.77,0.99,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,-1,0.74,0.64,0.85,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,0,0.85,0.64,1.15,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2309.90 (feed control)",net weight,"China-reported, FOB",months from Vu Lan month,1,0.88,0.71,1.02,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",Gregorian month,1,0.74,0.45,1.12,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",Gregorian month,2,0.84,0.54,1.28,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",Gregorian month,3,1.13,0.59,1.71,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",Gregorian month,4,1.1,0.69,1.67,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",Gregorian month,5,1.03,0.68,1.28,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",Gregorian month,6,0.79,0.49,1.32,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",Gregorian month,7,0.91,0.57,1.51,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",Gregorian month,8,0.97,0.62,1.41,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",Gregorian month,9,0.87,0.49,1.17,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",Gregorian month,10,1.2,0.68,1.6,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",Gregorian month,11,1.3,0.58,2.52,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",Gregorian month,12,1.12,0.75,1.55,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",months from Tet month,-3,1.32,0.68,2.52,5,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",months from Tet month,-2,1.29,0.81,1.65,5,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",months from Tet month,-1,0.89,0.56,1.18,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",months from Tet month,0,0.69,0.45,1.11,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",months from Tet month,1,1.1,0.68,1.71,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",months from Vu Lan month,-3,0.98,0.68,1.28,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",months from Vu Lan month,-2,0.92,0.49,1.51,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",months from Vu Lan month,-1,0.76,0.57,1.16,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",months from Vu Lan month,0,0.98,0.67,1.41,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 3504",FOB value,"China-reported, FOB",months from Vu Lan month,1,0.96,0.49,1.26,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 3504",FOB value,"China-reported, FOB",Gregorian month,1,1.0,0.86,1.33,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 3504",FOB value,"China-reported, FOB",Gregorian month,2,0.84,0.6,1.07,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 3504",FOB value,"China-reported, FOB",Gregorian month,3,1.1,0.97,1.19,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
