reporter,partner,flow,hs_code,hs_label,year,month,value_usd,net_weight_t,unit_value_usd_per_kg,weight_estimated,lunar_calendar_note,source_ids,evidence_label,confidence,demand_evidence_type,notes
China,World,export,350400,protein substances incl. soy isolate (3504),2024,1,61960347,24388.9,2.54,yes,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,World,export,350400,protein substances incl. soy isolate (3504),2024,2,50775784,19328.5,2.63,yes,Tet month (lunar 1/1 on 2024-02-10),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,World,export,350400,protein substances incl. soy isolate (3504),2024,3,73331329,30169.7,2.43,yes,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,World,export,350400,protein substances incl. soy isolate (3504),2024,4,62233808,25981.6,2.4,yes,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,World,export,350400,protein substances incl. soy isolate (3504),2024,5,62285943,25992.7,2.4,yes,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,World,export,350400,protein substances incl. soy isolate (3504),2024,6,73743869,29328.8,2.51,yes,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,World,export,350400,protein substances incl. soy isolate (3504),2024,7,66678318,27011.9,2.47,yes,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,World,export,350400,protein substances incl. soy isolate (3504),2024,8,68425317,28186.5,2.43,yes,Vu Lan month (lunar 7/15 on 2024-08-18),BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,World,export,350400,protein substances incl. soy isolate (3504),2024,9,54027755,22512.4,2.4,yes,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,World,export,350400,protein substances incl. soy isolate (3504),2024,10,69871158,,,no,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,World,export,350400,protein substances incl. soy isolate (3504),2024,11,62892007,26253.5,2.4,yes,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,World,export,350400,protein substances incl. soy isolate (3504),2024,12,72334983,31758.2,2.28,yes,,BRD-05,VN-adjacent,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2019,1,546362,418.0,1.31,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2019,2,299294,220.0,1.36,no,Tet month (lunar 1/1 on 2019-02-05),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2019,3,1363526,1048.0,1.3,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2019,4,949982,726.0,1.31,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2019,5,1996288,1575.0,1.27,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2019,6,914764,731.0,1.25,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2019,7,1157092,968.0,1.2,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2019,8,549662,462.0,1.19,no,Vu Lan month (lunar 7/15 on 2019-08-15),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2019,9,983240,818.1,1.2,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2019,10,873411,772.0,1.13,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2019,11,630054,564.0,1.12,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2019,12,1506740,1318.0,1.14,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2020,1,391990,330.0,1.19,no,Tet month (lunar 1/1 on 2020-01-25),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2020,2,670742,572.0,1.17,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2020,3,1219189,1010.0,1.21,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2020,4,1402084,1138.0,1.23,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2020,5,645558,545.0,1.18,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2020,6,528398,555.0,0.95,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2020,7,913024,792.0,1.15,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2020,8,527354,548.0,0.96,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2020,9,950694,814.0,1.17,no,Vu Lan month (lunar 7/15 on 2020-09-02),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2020,10,948108,775.0,1.22,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2020,11,809927,593.8,1.36,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2020,12,1405480,1090.0,1.29,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2021,1,1113583,858.0,1.3,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2021,2,909616,680.0,1.34,no,Tet month (lunar 1/1 on 2021-02-12),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2021,3,1502585,1188.0,1.26,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2021,4,1162781,900.0,1.29,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2021,5,1171043,902.0,1.3,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2021,6,972924,726.0,1.34,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2021,7,1316645,1032.0,1.28,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2021,8,1153441,924.0,1.25,no,Vu Lan month (lunar 7/15 on 2021-08-22),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2021,9,1059158,768.0,1.38,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2021,10,1112415,805.0,1.38,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2021,11,491213,374.0,1.31,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2021,12,765453,523.5,1.46,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2022,1,909394,550.0,1.65,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2022,2,723102,484.0,1.49,no,Tet month (lunar 1/1 on 2022-02-01),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2022,3,1153313,769.9,1.5,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2022,4,3251029,1835.0,1.77,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2022,5,2882088,1532.0,1.88,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2022,6,2799642,1474.0,1.9,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2022,7,5733819,2924.0,1.96,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2022,8,2392131,1210.0,1.98,no,Vu Lan month (lunar 7/15 on 2022-08-12),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2022,9,1586607,834.0,1.9,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2022,10,1036847,526.0,1.97,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2022,11,1460859,766.0,1.91,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2022,12,1393141,724.0,1.92,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2023,1,1189041,592.0,2.01,no,Tet month (lunar 1/1 on 2023-01-22),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2023,2,1188951,613.0,1.94,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2023,3,1624907,793.0,2.05,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2023,4,2580823,1270.0,2.03,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2023,5,1670828,837.0,2.0,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2023,6,1443114,770.0,1.87,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2023,7,1794611,1100.0,1.63,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2023,8,1252892,829.0,1.51,no,Vu Lan month (lunar 7/15 on 2023-08-30),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2023,9,1201777,814.0,1.48,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2023,10,1336581,855.0,1.56,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2023,11,1484624,1051.0,1.41,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2023,12,1082133,814.0,1.33,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2024,1,992255,782.0,1.27,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2024,2,835400,680.0,1.23,no,Tet month (lunar 1/1 on 2024-02-10),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2024,3,1735947,1385.1,1.25,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2024,4,2441688,1914.0,1.28,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2024,5,1648561,1325.0,1.24,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2024,6,2057050,1694.0,1.21,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2024,7,1547381,1296.0,1.19,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2024,8,1402911,1190.0,1.18,no,Vu Lan month (lunar 7/15 on 2024-08-18),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2024,9,1496837,1272.0,1.18,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2024,10,1458871,1250.0,1.17,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2024,11,1516318,1310.0,1.16,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,110900,wheat gluten (1109),2024,12,1984089,1736.0,1.14,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2019,1,1163488,1188.9,0.98,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2019,2,478129,383.4,1.25,no,Tet month (lunar 1/1 on 2019-02-05),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2019,3,698979,620.3,1.13,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2019,4,334165,212.0,1.58,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2019,5,583334,421.7,1.38,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2019,6,614682,707.2,0.87,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2019,7,1234803,1118.8,1.1,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2019,8,425266,263.7,1.61,no,Vu Lan month (lunar 7/15 on 2019-08-15),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2019,9,836305,807.3,1.04,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2019,10,450466,237.2,1.9,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2019,11,450370,237.4,1.9,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2019,12,631292,416.9,1.51,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2020,1,265503,127.2,2.09,no,Tet month (lunar 1/1 on 2020-01-25),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2020,2,440594,353.7,1.25,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2020,3,807580,609.7,1.32,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2020,4,747113,557.0,1.34,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2020,5,579107,362.3,1.6,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2020,6,930182,775.2,1.2,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2020,7,1099774,995.6,1.1,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2020,8,1483282,1394.6,1.06,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2020,9,1734525,1718.8,1.01,no,Vu Lan month (lunar 7/15 on 2020-09-02),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2020,10,1191490,1079.0,1.1,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2020,11,967980,633.4,1.53,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2020,12,1390532,1134.6,1.23,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2021,1,988099,735.6,1.34,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2021,2,449921,194.7,2.31,no,Tet month (lunar 1/1 on 2021-02-12),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2021,3,623066,309.1,2.02,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2021,4,1046314,670.5,1.56,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2021,5,1259648,951.4,1.32,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2021,6,1832701,1345.0,1.36,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2021,7,612404,367.7,1.67,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2021,8,693535,369.7,1.88,no,Vu Lan month (lunar 7/15 on 2021-08-22),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2021,9,570482,273.6,2.09,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2021,10,982934,483.2,2.03,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2021,11,1489841,811.6,1.84,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2021,12,1431692,638.6,2.24,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2022,1,754294,297.2,2.54,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2022,2,389203,214.1,1.82,no,Tet month (lunar 1/1 on 2022-02-01),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2022,3,1088410,587.3,1.85,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2022,4,1005078,555.3,1.81,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2022,5,1208361,605.5,2.0,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2022,6,1104227,646.5,1.71,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2022,7,1289167,595.7,2.16,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2022,8,744496,378.3,1.97,no,Vu Lan month (lunar 7/15 on 2022-08-12),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2022,9,618783,410.6,1.51,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2022,10,1043677,635.7,1.64,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2022,11,565328,238.4,2.37,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2022,12,842882,474.3,1.78,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2023,1,399504,166.1,2.41,no,Tet month (lunar 1/1 on 2023-01-22),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2023,2,791152,373.9,2.12,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2023,3,730103,370.5,1.97,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2023,4,789581,465.9,1.69,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2023,5,1018177,564.4,1.8,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2023,6,637604,487.8,1.31,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2023,7,1134490,646.3,1.76,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2023,8,1389314,712.0,1.95,no,Vu Lan month (lunar 7/15 on 2023-08-30),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2023,9,831009,492.1,1.69,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2023,10,674680,439.1,1.54,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2023,11,1391387,919.1,1.51,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2023,12,2843091,2320.4,1.23,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2024,1,1378821,969.1,1.42,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2024,2,624499,352.6,1.77,no,Tet month (lunar 1/1 on 2024-02-10),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2024,3,892085,545.2,1.64,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2024,4,787564,605.9,1.3,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2024,5,1277532,1019.5,1.25,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2024,6,1076796,878.7,1.23,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2024,7,1483010,1208.1,1.23,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2024,8,1071340,913.5,1.17,no,Vu Lan month (lunar 7/15 on 2024-08-18),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2024,9,949399,764.8,1.24,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2024,10,1387834,1094.5,1.27,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2024,11,660109,496.0,1.33,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,210610,protein concentrates and textured protein (2106.10),2024,12,1566949,1181.4,1.33,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,230990,"animal feed preparations (2309.90), feed control",2019,1,15321491,11404.6,1.34,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,230990,"animal feed preparations (2309.90), feed control",2019,2,8392830,8707.6,0.96,no,Tet month (lunar 1/1 on 2019-02-05),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,230990,"animal feed preparations (2309.90), feed control",2019,3,17106860,13852.6,1.23,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,230990,"animal feed preparations (2309.90), feed control",2019,4,12838375,10955.1,1.17,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,230990,"animal feed preparations (2309.90), feed control",2019,5,13393252,10691.9,1.25,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,230990,"animal feed preparations (2309.90), feed control",2019,6,15363333,11316.5,1.36,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,230990,"animal feed preparations (2309.90), feed control",2019,7,12419266,8418.1,1.48,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,230990,"animal feed preparations (2309.90), feed control",2019,8,11724560,9951.5,1.18,no,Vu Lan month (lunar 7/15 on 2019-08-15),BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,230990,"animal feed preparations (2309.90), feed control",2019,9,11188720,8885.3,1.26,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
China,Viet Nam,export,230990,"animal feed preparations (2309.90), feed control",2019,10,10823225,9677.3,1.12,no,,BRD-05,VN-direct,High,revealed,China-reported FOB exports by month of export
