item,element,unit,year,value,source_ids,evidence_label,confidence,demand_evidence_type,notes
Meat,Protein supply quantity (g/capita/day),g protein per person a day,2021,21.8,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Meat,Protein supply quantity (g/capita/day),g protein per person a day,2022,24.06,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Meat,Protein supply quantity (g/capita/day),g protein per person a day,2023,25.09,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food,thousand t,2010,2208,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food,thousand t,2015,2546,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food,thousand t,2019,2445,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food,thousand t,2020,2634,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food,thousand t,2021,3117,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food,thousand t,2022,3431,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food,thousand t,2023,3449,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food supply quantity (kg/capita/yr),kg per person a year,2010,25.24,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food supply quantity (kg/capita/yr),kg per person a year,2015,27.43,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food supply quantity (kg/capita/yr),kg per person a year,2019,25.16,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food supply quantity (kg/capita/yr),kg per person a year,2020,26.86,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food supply quantity (kg/capita/yr),kg per person a year,2021,31.51,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food supply quantity (kg/capita/yr),kg per person a year,2022,34.42,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Food supply quantity (kg/capita/yr),kg per person a year,2023,34.37,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Protein supply quantity (g/capita/day),g protein per person a day,2010,9.76,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Protein supply quantity (g/capita/day),g protein per person a day,2015,10.6,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Protein supply quantity (g/capita/day),g protein per person a day,2019,9.72,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Protein supply quantity (g/capita/day),g protein per person a day,2020,10.34,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Protein supply quantity (g/capita/day),g protein per person a day,2021,12.13,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Protein supply quantity (g/capita/day),g protein per person a day,2022,13.28,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Pigmeat,Protein supply quantity (g/capita/day),g protein per person a day,2023,13.27,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food,thousand t,2010,1038,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food,thousand t,2015,860,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food,thousand t,2019,1332,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food,thousand t,2020,1586,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food,thousand t,2021,1651,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food,thousand t,2022,1805,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food,thousand t,2023,1972,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food supply quantity (kg/capita/yr),kg per person a year,2010,11.87,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food supply quantity (kg/capita/yr),kg per person a year,2015,9.26,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food supply quantity (kg/capita/yr),kg per person a year,2019,13.7,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food supply quantity (kg/capita/yr),kg per person a year,2020,16.17,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food supply quantity (kg/capita/yr),kg per person a year,2021,16.69,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food supply quantity (kg/capita/yr),kg per person a year,2022,18.11,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Food supply quantity (kg/capita/yr),kg per person a year,2023,19.65,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Protein supply quantity (g/capita/day),g protein per person a day,2010,5.32,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Protein supply quantity (g/capita/day),g protein per person a day,2015,4.14,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Protein supply quantity (g/capita/day),g protein per person a day,2019,6.13,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Protein supply quantity (g/capita/day),g protein per person a day,2020,7.23,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Protein supply quantity (g/capita/day),g protein per person a day,2021,7.46,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Protein supply quantity (g/capita/day),g protein per person a day,2022,8.1,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Poultry Meat,Protein supply quantity (g/capita/day),g protein per person a day,2023,8.8,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food,thousand t,2010,2958,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food,thousand t,2015,3320,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food,thousand t,2019,3876,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food,thousand t,2020,4021,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food,thousand t,2021,4020,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food,thousand t,2022,4020,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food,thousand t,2023,4020,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food supply quantity (kg/capita/yr),kg per person a year,2010,33.83,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food supply quantity (kg/capita/yr),kg per person a year,2015,35.77,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food supply quantity (kg/capita/yr),kg per person a year,2019,39.89,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food supply quantity (kg/capita/yr),kg per person a year,2020,40.99,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food supply quantity (kg/capita/yr),kg per person a year,2021,40.63,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food supply quantity (kg/capita/yr),kg per person a year,2022,40.33,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Food supply quantity (kg/capita/yr),kg per person a year,2023,40.06,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Protein supply quantity (g/capita/day),g protein per person a day,2010,9.12,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Protein supply quantity (g/capita/day),g protein per person a day,2015,9.79,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Protein supply quantity (g/capita/day),g protein per person a day,2019,11.07,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Protein supply quantity (g/capita/day),g protein per person a day,2020,11.27,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Protein supply quantity (g/capita/day),g protein per person a day,2021,11.28,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Protein supply quantity (g/capita/day),g protein per person a day,2022,11.2,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
"Fish, Seafood",Protein supply quantity (g/capita/day),g protein per person a day,2023,11.12,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food,thousand t,2010,269,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food,thousand t,2015,376,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food,thousand t,2019,348,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food,thousand t,2020,402,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food,thousand t,2021,351,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food,thousand t,2022,395,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food,thousand t,2023,397,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food supply quantity (kg/capita/yr),kg per person a year,2010,3.07,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food supply quantity (kg/capita/yr),kg per person a year,2015,4.05,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food supply quantity (kg/capita/yr),kg per person a year,2019,3.58,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food supply quantity (kg/capita/yr),kg per person a year,2020,4.1,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food supply quantity (kg/capita/yr),kg per person a year,2021,3.54,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food supply quantity (kg/capita/yr),kg per person a year,2022,3.96,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Food supply quantity (kg/capita/yr),kg per person a year,2023,3.96,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Protein supply quantity (g/capita/day),g protein per person a day,2010,0.96,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Protein supply quantity (g/capita/day),g protein per person a day,2015,1.27,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Protein supply quantity (g/capita/day),g protein per person a day,2019,1.12,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Protein supply quantity (g/capita/day),g protein per person a day,2020,1.29,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Protein supply quantity (g/capita/day),g protein per person a day,2021,1.11,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Protein supply quantity (g/capita/day),g protein per person a day,2022,1.24,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Eggs,Protein supply quantity (g/capita/day),g protein per person a day,2023,1.24,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Grand Total,Protein supply quantity (g/capita/day),g protein per person a day,2010,79.67,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Grand Total,Protein supply quantity (g/capita/day),g protein per person a day,2015,86.03,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Grand Total,Protein supply quantity (g/capita/day),g protein per person a day,2019,92.13,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Grand Total,Protein supply quantity (g/capita/day),g protein per person a day,2020,93.4,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Grand Total,Protein supply quantity (g/capita/day),g protein per person a day,2021,96.19,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Grand Total,Protein supply quantity (g/capita/day),g protein per person a day,2022,98.78,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
Grand Total,Protein supply quantity (g/capita/day),g protein per person a day,2023,102.2,DIE-07,VN-direct,High,revealed,"FAOSTAT Food Balance Sheets, supply not intake. Soyabeans food use includes tofu and soy milk in bean equivalent. Pulses excludes soybeans."
