ID,Date,City,Channel Type,Store/Vendor Name,Product Name,Brand,Origin,Category,Format/Subtype,Package Size (g/ml),Price (VND),Price per 100g (VND),Conv. Equivalent Price/100g (VND),Price Premium %,Shelf/Menu Placement,Key Ingredients,Energy (kcal /100g-100ml),Protein (g /100g-100ml),Fat (g /100g-100ml),Carbs (g /100g-100ml),Sodium (mg /100g-100ml),Notes / Marketing Claims
P048,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,"Mì Chay ly (instant vegetarian noodle cup, flavor unconfirmed)",Vifon,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Instant noodles (cup),,11500,,,,Dedicated alt-protein section,Not found,,,,,,"Shelf explicitly signed ""Thực phẩm chay / Vegetarian food"" (hanging aisle sign photographed). Flavor not confirmed. Compare Vifon Mì Chay cup at Co.opmart Nha Trang, 8,700đ (likely a different flavor/size)."
P049,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,"Phở Chay gói (instant vegetarian pho, bag)",Nhu Ý,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Instant noodles (bag),,6300,,,,Dedicated alt-protein section,Not found,,,,,,Same signed vegetarian-food aisle as the Vifon cup above. New brand not yet logged at the other two Nha Trang stores.
P050,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,"Phở Chay gói (instant vegetarian pho, bag)",Miliket,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Instant noodles (bag),,5500,,,,Dedicated alt-protein section,Not found,,,,,,Same signed vegetarian-food aisle. Miliket is a long-running Vietnamese instant-noodle brand; new to this dataset.
P051,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,"Bò Lát Chay (dried vegetarian ""beef"" slices, soy-protein cooking ingredient)",brand not legible,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dried mock-meat slices,,,,,,Dedicated alt-protein section,Not found,,,,,,"Dry-goods format (not frozen/refrigerated) shelved near seasonings, in the same signed vegetarian-food aisle. Price tag not legible — left blank. Worth a return visit to confirm brand and price; new format/subtype not yet in this dataset."
P052,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,"Gà Lát Chay (dried vegetarian ""chicken"" slices, soy-protein cooking ingredient)",brand not legible,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dried mock-meat slices,,,,,,Dedicated alt-protein section,Not found,,,,,,"Shelved next to the Bò Lát Chay SKU above, same caveats (price not legible, brand unconfirmed)."
P053,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,137 Degrees Sữa Hạnh Nhân (premium almond milk),137 Degrees,Vietnam (local),Plant-based (modern/branded),Plant milk,,133500,,,,Health/organic section,"Fresh almond milk 94% (from whole California almonds), sunflower seeds 5% and organic coconut-flower nectar 1%",,,,,,"Confirms 137 Degrees' actual presence and shelf price — the Co.opmart Nha Trang visit only flagged this brand as a likely explanation for an unread ""137"" tag, unconfirmed. GO!'s plant-milk aisle spans ~4 shelf bays, the largest seen across the three Nha Trang stores so far. Carton also showed a ""2+1"" promo tag nearby. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.simplefoods.net/almondoriginal."
P054,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,137 Degrees Sữa Yến Mạch (premium oat milk),137 Degrees,Vietnam (local),Plant-based (modern/branded),Plant milk,,104500,,,,Health/organic section,Not found,,,,,,Same 137 Degrees shelf block as the almond-milk row above.
P055,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,"Sữa Hạt, flavor unconfirmed (mixed-nut milk)",Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant milk,,41100,,,,Health/organic section,Not found,,,,,,"Vinamilk's nut-milk line was on a -24% storewide promo tag at the time of the photo — price above may be the discounted figure, not the shelf/list price. Vinamilk plant milk already logged (different flavors) at Co.opmart Nha Trang."
P056,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,Almond Breeze Sữa Hạnh Nhân (almond milk),Almond Breeze (Blue Diamond),Imported,Plant-based (modern/branded),Plant milk,,77000,,,,Health/organic section,Not found,,,,,,"US brand (Blue Diamond Growers); -24% promo tag visible, 77,000đ likely the discounted price. New brand not yet in this dataset — first clearly foreign/Western plant-milk brand logged for Nha Trang retail (vs. the Chinese-owned canned-meat-analog brands already flagged)."
P057,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,"TH true NUT, flavor unconfirmed (walnut/macadamia/almond line)",TH,Vietnam (local),Plant-based (modern/branded),Plant milk,,49500,,,,Health/organic section,Not found,,,,,,TH true NUT already logged at Co.opmart Nha Trang; GO! carries a wider flavor range across two shelf rows.
P058,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,Homesoy Sữa Đậu Nành (soy milk),Homesoy,Vietnam (local),Plant-based (modern/branded),Plant milk,,25300,,,,Health/organic section,Not found,,,,,,New brand not yet logged at the other two Nha Trang stores.
P059,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,Veyo Sữa Yến Mạch (oat milk),Veyo / Vinasoy,Vietnam (local),Plant-based (modern/branded),Plant milk,,24500,,,,Health/organic section,"Oat beverage 97% (water, oats), brown-rice oil, barley-malt extract, natural and nature-identical flavours, tricalcium phosphate, stabilizers E471/E418/E407, acidity regulator E340(ii), salt, natural vitamin E, vitamins A/D3/B6/B9/B12, magnesium and zinc",,,,,,New brand not yet logged at the other two Nha Trang stores. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.lottemart.vn/vi-cto/product/sua-yen-mach-veyo-180ml-3-8934614031360-p90446. Brand corrected from Nutifood to Veyo / Vinasoy using exact-product OSINT; accessed 2026-09-22: https://vinasoy.com/.
P060,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,"Fami Canxi (small-format soy milk cup, ~110-125ml)",Fami (Vinasoy),Vietnam (local),Plant-based (modern/branded),Plant milk,,3700,,,,Health/organic section,Not found,,,,,,"Distinct small single-serve cup format vs. the boxed cartons already logged at Co.opmart Nha Trang (26,000đ for the large box) — same brand, very different price point and pack size. Price read with reasonably high confidence (repeated clearly across several shelf tags)."
P061,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,Sữa Đậu Nành 93 (soy milk box),Nuti,Vietnam (local),Plant-based (modern/branded),Plant milk,,8900,,,,Health/organic section,Not found,,,,,,"VERIFY price and exact product name — small-box format, brand/line read from packaging as ""93""/""Soybean"", not fully confirmed."
P062,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,"Sữa Chua Thực Vật 9 Loại Hạt (plant-based yogurt, 9-seed blend)",Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant-based yogurt,400,38800,9700,,,Health/organic section,"Plant milk 89% (water, pea protein, oat flour, ground peanut, ground almond, walnut extract, red-bean extract, black-bean extract, mung-bean extract and white-bean extract), sugar, coconut oil, emulsifier E471, flavour, and cultures Streptococcus thermophilus and Lactobacillus bulgaricus",,,,,,"First plant-based-yogurt SKU logged anywhere in this dataset — a new format/subtype, not yet covered by the current taxonomy (same gap as plant milk, see Read Me). Pack labeled ""400 g (4 hộp x 100g)"", ""100% Plant-based Yoghurt"", ""Vegan"" cert mark on-pack. Price and pack size read with high confidence (clean, well-lit label). Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://shop.annam-gourmet.com/hcm-est/vi/catalog/product/view/id/71637."
P063,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,"Sữa Chua Thực Vật Yến Mạch Chanh Dây Xoài (plant-based yogurt, oat / passion-fruit / mango)",Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant-based yogurt,400,38800,9700,,,Health/organic section,"Oat milk 79% (water, oat flour), sugar, passion-fruit and mango preparation 7% (passion-fruit juice/concentrate, mango pieces, sugar, water, E1422/E440, flavour and colour E160a(ii)), pea protein, coconut oil, emulsifier E471, and cultures Streptococcus thermophilus and Lactobacillus bulgaricus",,,,,,"Same shelf block, brand and price as the 9-seed variant above; second flavor in Vinamilk's plant-based yogurt line. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://new.vinamilk.com.vn/products/sua-chua-an-vinamilk-thuc-vat-yen-mach-chanh-day-xoai-100g."
P064,2026-09-06,Nha Trang,Modern Retail,GO! Nha Trang,"Đậu Hũ (fresh tofu, block)",Song Long,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Tofu,,14000,,,,Refrigerated,Not found,,,,,,"Refrigerated deli case had multiple Song Long-brand tofu pack sizes (roughly 14,000-31,000đ observed); logged the clearest/smallest price tag as representative rather than guessing at every size. Case also carried fermented tofu (chao), fresh spring-roll wrappers and other soy products not individually itemized here."
P065,2026-09-06,Nha Trang,Specialty Retail,Moonmilk Super Market Nha Trang,"Men Dinh Dưỡng (Nutritional Yeast, 4.5oz)",Bragg,Imported,Plant-based (modern/branded),Nutritional yeast / vegan cooking staple,,290000,,,,Mixed with conventional,"Dried yeast, niacin, pyridoxine hydrochloride (vitamin B6), thiamin hydrochloride (vitamin B1), riboflavin (vitamin B2), folic acid (vitamin B9) and cyanocobalamin (vitamin B12)",,,,,,"TAXONOMY FLAG: doesn't fit cleanly into the mock-meat/tofu or plant-milk shape of the current category list — logged under Plant-based (modern/branded) as the closest fit. A vegan cooking/B12 staple, not a meat or dairy analog itself. Shelved among general imported baking goods (pancake mix, instant yeast, boba pearls), not a signed vegetarian section. High price for a small jar reflects import cost. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.bragg.com/products/nutritional-yeast?country=US&currency=USD&variant=39565574537312."
P066,2026-09-06,Nha Trang,Specialty Retail,Moonmilk Super Market Nha Trang,"MilkLab Coconut (plant-based beverage for coffee, 1L)",MilkLab,Imported,Plant-based (modern/branded),Plant milk,1000,90000,9000,,,Mixed with conventional,"Water, coconut cream 15%, sugar, plant protein, calcium, gellan gum, xanthan gum, salt and natural flavour",,,,,,"Australian barista-focused plant-milk brand; shelved alongside MilkLab's own dairy line and other imported UHT milks, not in a dedicated plant-based section. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.milklab.com.au/barista-milk/coconut."
P067,2026-09-06,Nha Trang,Specialty Retail,Moonmilk Super Market Nha Trang,"MilkLab Oat (plant-based beverage for coffee, 1L)",MilkLab,Imported,Plant-based (modern/branded),Plant milk,1000,90000,9000,,,Mixed with conventional,"Water, Australian oats 10%, canola oil, calcium, phosphorus and salt",,,,,,Same shelf block as the MilkLab Coconut row above. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.milklab.com.au/barista-milk/oat.
P068,2026-09-06,Nha Trang,Specialty Retail,Moonmilk Super Market Nha Trang,"Alternative Dairy Co. Barista Oat (""Aussie Made"", 1L)",Alternative Dairy Co,Imported,Plant-based (modern/branded),Plant milk,1000,58000,5800,,,Mixed with conventional,"Filtered water, ground Australian oats 9%, sunflower oil, canola oil, phosphorus, calcium and sea salt",55,0.8,3,6.1,48,"Another Australian barista-oat import, new brand for this dataset. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://altdairyco.com/hk/products/oat-milk."
P069,2026-09-06,Nha Trang,Specialty Retail,Moonmilk Super Market Nha Trang,"Oatly Original Oat Drink, Barista Edition (1L)",Oatly,Imported,Plant-based (modern/branded),Plant milk,1000,98000,9800,,,Mixed with conventional,"Water, oats 10%, rapeseed oil, acidity regulator dipotassium phosphate, calcium carbonate, potassium iodide, salt, and vitamins D2/B2/B12",61,1.1,3,7.1,40,First Oatly sighting in this dataset — the flagship global modern plant-milk brand (Sweden). Notably the most expensive plant milk logged so far. Ingredients/nutrition supplemented from exact-product OSINT; Sodium derived from the official 0.10 g salt/100 ml declaration. accessed 2026-09-22: https://www.oatly.com/en-gb/products/oat-drink/oat-drink-barista-edition-1l.
P070,2026-09-06,Nha Trang,Specialty Retail,Moonmilk Super Market Nha Trang,"Sữa Hạt 9 Loại Hạt, small single-serve (180ml)",Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant milk,180,14000,7777.777777777777,,,Mixed with conventional,Not found,,,,,,"Small single-serve carton shelved near the yogurt/butter/cheese section, distinct from the larger cartons already logged elsewhere."
P071,2026-09-06,Nha Trang,Specialty Retail,Moonmilk Super Market Nha Trang,"137 Degrees nut milk, flavor unconfirmed (Pistachio/Macadamia/Walnut/Almond all on shelf)",137 Degrees,Vietnam (local),Plant-based (modern/branded),Plant milk,,,,,,Mixed with conventional,Not found,,,,,,Confirms a second Nha Trang retail channel for this brand (previously logged at GO! Nha Trang). Price tag not legible in this photo — left blank rather than guessed.
P072,2026-09-06,Nha Trang,Specialty Retail,Moonmilk Super Market Nha Trang,"Oatside oat milk, flavor unconfirmed (Singapore brand, multiple variants on shelf)",Oatside,Imported,Plant-based (modern/branded),Plant milk,,,,,,Mixed with conventional,Not found,,,,,,"Regionally-relevant Southeast Asian oat-milk brand, new to this dataset. Price tag not legible — left blank."
P073,2026-09-06,Nha Trang,Specialty Retail,Moonmilk Super Market Nha Trang,"So Good Creamy Oat (Indonesia brand, oat milk)",So Good,Imported,Plant-based (modern/branded),Plant milk,,,,,,Mixed with conventional,"Filtered water, milled oats 9%, vegetable oils (sunflower and canola), minerals (phosphorus and calcium), natural flavour, golden syrup, salt, antioxidant ascorbic acid, and vitamins B12/A/B2/D/B1",54,0.7,2.6,6.5,45,"Indonesian plant-milk brand, new to this dataset. Price tag not legible — left blank. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://sogood.com.au/products/oat-milks/Extra-Creamy-1L."
P074,2026-09-06,Nha Trang,Modern Retail,WinMart Nha Trang (Vincom Lê Thánh Tôn),"Đậu Hũ Trắng (fresh tofu, small tube pack)",Pulmuone,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Tofu,,11500,,,,Refrigerated,Not found,,,,,,"Pulmuone is South Korean-owned but this appears to be Pulmuone's Vietnam-made line (shelved alongside its other Vietnam-market products) — Origin marked local with some uncertainty, flag if this should be Imported instead. Clear digital price tag, high confidence."
P075,2026-09-06,Nha Trang,Modern Retail,WinMart Nha Trang (Vincom Lê Thánh Tôn),"Đậu Hũ Trắng (fresh tofu, larger tube pack)",Pulmuone,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Tofu,,19500,,,,Refrigerated,Not found,,,,,,"Same shelf block as the smaller tofu pack above, larger size."
P076,2026-09-06,Nha Trang,Modern Retail,WinMart Nha Trang (Vincom Lê Thánh Tôn),"Bánh Xếp HQ Nhân Nấm / Healthy Mandu Chay (Korean-style vegetarian mushroom dumplings, 300g)",bibigo,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dumplings,300,56700,18900,,,Frozen,"Wrapper 29.2% (wheat flour, water, salt, tapioca); yam bean, king oyster mushroom, carrot, shiitake, soy protein, lotus seed, enoki, onion, breadcrumbs, wood-ear mushroom, taro, sesame, mushroom-flavoured vegan oyster sauce, sugar, soy sauce, herbs, vegetable oils, yeast extract, garlic, pepper, salt, fermented rice vinegar, chili and corn starch",,,,,322,"Same product line logged at GO! Nha Trang (Healthy Mandu Chay, 300g) at 43,000đ promo / 52,900đ at Lotte Mart — WinMart's 56,700đ is the highest of the three reads so far. Clear digital tag, high confidence. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://aeoneshop.com/product/14817/cj-foods-banh-mandu-healthy-nhan-nam-300g-300g."
P077,2026-09-06,Nha Trang,Modern Retail,WinMart Nha Trang (Vincom Lê Thánh Tôn),"Thịt Nguội Chay Đậu Nành, Original (canned vegetarian soy luncheon meat)",brand tag not legible,Vietnam (local),Plant-based (modern/branded),Canned meat analog,,69000,,,,Ambient,Not found,,,,,,"English on-pack wording (""Soybean"" luncheon meat) suggests a modern-branded line similar to Co.opmart's Ông Chà Và / NOSA canned finds, but brand and origin weren't legible in the photo — Vietnam (local) is a placeholder, verify. Shelved next to olives and tuna cans, not a signed vegetarian section."
P078,2026-09-06,Nha Trang,Modern Retail,WinMart Nha Trang (Vincom Lê Thánh Tôn),"Thịt Heo / Thịt Bò Chay Đậu Nành (canned vegetarian soy pork-like / beef-like, flavor uncertain)",brand tag not legible,Vietnam (local),Plant-based (modern/branded),Canned meat analog,,56000,,,,Ambient,Not found,,,,,,"Same canned range as the row above; four adjacent SKUs/price tags were visible (69,000 x2, 56,000 x2) but the exact flavor-to-price pairing wasn't fully certain — logged the second price point as a second representative row rather than guessing all four individually."
P079,2026-09-06,Nha Trang,Modern Retail,WinMart Nha Trang (Vincom Lê Thánh Tôn),"Sữa Đậu Nành Óc Chó (walnut soy milk, 180ml)",Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant milk,180,31600,17555.555555555555,,,Mixed with conventional,"Soybean extract 52.2%, water, sugar 5%, vegetable oil, ground peanut, walnut extract 5.1 g/L, emulsifiers E471/E460(i)/E466, salt, flavour, bean extracts, acidity regulator E500(ii), and vitamins E/B3/A/D3",68,2,3.6,6.9,,"On promotion: 34,400đ struck through -> 31,600đ (clear digital KHUYẾN MẠI tag). Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://cooponline.vn/products/sua-dau-nanh-vinamilk-oc-cho-loc-4x180ml/."
P080,2026-09-06,Nha Trang,Modern Retail,WinMart Nha Trang (Vincom Lê Thánh Tôn),"Sữa Yến Mạch (oat milk, 180ml x4 multipack)",Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant milk,,32000,,,,Mixed with conventional,"Oat extract 93% (water and oat flour), vegetable oil, inulin, calcium carbonate, emulsifiers E471/E460(i)/E466, acidity regulator E340(ii), salt and vitamin D3",,,,,,"On promotion: 44,800đ struck through -> 32,000đ (clear digital KHUYẾN MẠI tag). Pack labeled 180ml x4. Ingredients/nutrition supplemented from exact-product OSINT; Exact-product secondary label transcription. accessed 2026-09-22: https://reviewsua.com/sua-yen-mach-vinamilk/."
P081,2026-09-06,Nha Trang,Modern Retail,WinMart Nha Trang (Vincom Lê Thánh Tôn),"Creamer 9 Loại Hạt (plant-based coffee creamer, 9-seed, 165g tube)",Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant-based creamer,165,21900,13272.727272727272,,,Mixed with conventional,"Sugar, plant milk 40.4% (whole-soybean extract, vegetable oil, soy protein, water, ground peanut, ground almond, red-bean extract, walnut extract, oat flour, black-bean extract, mung-bean extract and white-bean extract), maltodextrin, emulsifiers E322(i)/E460(i)/E401/E466/E415, flavour and acidity regulator E500(ii)",,,,,,"New format/subtype for this dataset — a plant-based squeeze-tube coffee creamer, shelved directly next to Vinamilk's dairy ""Ông Thọ"" creamer line at a similar price point (19,500-24,600đ). On promotion from 23,800đ. Clear digital tag, high confidence. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://new.vinamilk.com.vn/products/vinamilk-creamer-9-loai-hat-sca_clone_freegift."
P082,2026-09-06,Nha Trang,Modern Retail,WinMart Nha Trang (Vincom Lê Thánh Tôn),137 Degrees Almond Milk,137 Degrees,Vietnam (local),Plant-based (modern/branded),Plant milk,,93000,,,,Mixed with conventional,"Fresh almond milk 94% (from whole California almonds), sunflower seeds 5% and organic coconut-flower nectar 1%",,,,,,"""Mua 1 Tặng 1"" (buy-one-get-one) promo tag. Third Nha Trang store confirming this brand's distribution (after GO! and Moonmilk) — genuinely widespread, not a one-off. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.simplefoods.net/almondoriginal."
P083,2026-09-06,Nha Trang,Modern Retail,WinMart Nha Trang (Vincom Lê Thánh Tôn),Oatly Original Oat Drink,Oatly,Imported,Plant-based (modern/branded),Plant milk,,98000,,,,Mixed with conventional,"Water, oats 10%, rapeseed oil, acidity regulator dipotassium phosphate, calcium carbonate, potassium iodide, salt, and vitamins D2/B2/B12",47,1.1,1.4,7.1,40,"Same price as at Moonmilk (98,000đ) — and notably, WinMart is a mainstream supermarket chain, not a specialty importer, so this is evidence Oatly has real distribution reach in Nha Trang beyond niche stores. Ingredients/nutrition supplemented from exact-product OSINT; Current official Oatly Original/Semi formulation; sodium derived from 0.10 g salt/100 ml. accessed 2026-09-22: https://www.oatly.com/en-gb/products/oat-drink/oat-drink-semi-1-5-1l."
P084,2026-09-06,Nha Trang,Modern Retail,WinMart Nha Trang (Vincom Lê Thánh Tôn),"Veyo Sữa Yến Mạch (oat milk, promo price)",Veyo / Vinasoy,Vietnam (local),Plant-based (modern/branded),Plant milk,,26000,,,,Mixed with conventional,"Oat beverage 97% (water, oats), brown-rice oil, barley-malt extract, natural and nature-identical flavours, tricalcium phosphate, stabilizers E471/E418/E407, acidity regulator E340(ii), salt, natural vitamin E, vitamins A/D3/B6/B9/B12, magnesium and zinc",,,,,,"Consistent with the 24,500đ read at GO! Nha Trang — same brand, similar price band. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://www.lottemart.vn/vi-cto/product/sua-yen-mach-veyo-180ml-3-8934614031360-p90446. Brand corrected from Nutifood to Veyo / Vinasoy using exact-product OSINT; accessed 2026-09-22: https://vinasoy.com/."
P085,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Sườn Non Chay,Xuân Hồng,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dried soy/wheat meat analog,150,,,,,Dedicated vegetarian dry-goods section,"Soy protein, soy flour, wheat gluten, wheat flour",334.5,65.2,3.1,11.5,818.2,Front/back label clear in IMG_0952–0953; shelf price was not unambiguously paired.
P086,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Sườn Non Chay (Vegan Soy Chops),An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dried soy meat analog,150,49000,32666.666666666668,,,Dedicated vegetarian dry-goods section,"Soy protein, soy flour, wheat gluten, corn starch",320,64,0,12,640,Nutrition converted from a 25g serving to 100g; IMG_0954–0956. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/products/search/an%20nhi%C3%AAn.
P087,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Sườn Non Lúa Mạch Chay (Vegan Wheat Slices),An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dried wheat/soy meat analog,150,75000,50000,,,Dedicated vegetarian dry-goods section,"Wheat protein (50%), soy protein, wheat gluten (30%)",320,64,0,12,180,Nutrition converted from a 25g serving to 100g; IMG_0957–0958. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/products/search/an%20nhi%C3%AAn.
P088,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Bò Lát Chay (Vegan Beef Slices),An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dried beef-slice analog,150,49000,32666.666666666668,,,Dedicated vegetarian dry-goods section,"Soy protein, defatted soy flour, wheat gluten, corn starch, caramel color",,,,,,Package and ingredients clear in IMG_0959–0960; nutrition values were not fully legible. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/product/3929/an-nhien-bo-lat-chay-150g.
P089,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Gà Lát Chay (Vegan Chicken Slices),An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dried chicken-slice analog,150,49000,32666.666666666668,,,Dedicated vegetarian dry-goods section,"Soy protein, defatted soy flour, wheat gluten, corn starch",333.3,66.7,0,13.3,700,Nutrition converted from a 30g serving to 100g; IMG_0961–0962. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/product/5233/ga-lat-chay.
P090,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Gà Viên Chay (Vegan Chicken Balls),An Nhiên,Imported ingredient / packed in Vietnam,"Traditional / Do Chay (mock-meat, tofu)",Dried chicken-ball analog,150,68000,45333.33333333333,,,Dedicated vegetarian dry-goods section,Soy protein concentrate,300,53.3,0,20,0,Label states soy protein from Serbia; nutrition converted from a 30g serving; IMG_0963–0964. online reference price (not store-observed); accessed 2026-09-21: https://shopee.vn/G%C3%A0-vi%C3%AAn-chay-An-Nhi%C3%AAn-150g-i.702184681.22876135013.
P091,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Bò Nấu Đậu Chay,Vissan,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Canned beef-stew analog,170,17900,10529.411764705883,,,Dedicated vegetarian dry-goods section,"Vegan beef slices (30%), white beans (20%), water, soy oil, tomato powder, seasonings",,,,,,Price and net weight are legible in IMG_0965–0967.
P092,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Heo Hầm Chay,Vissan,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Canned pork-stew analog,150,15100,10066.666666666668,,,Dedicated vegetarian dry-goods section,"Vegan pork slices (30%), shiitake mushrooms, soy sauce, soy oil, seasonings",59,4.5,2.14,5.47,515,Price and nutrition panel are legible in IMG_0968–0970.
P093,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Thanh Cua Chay (Vegetarian Crab Stick),Thoại An,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Seafood analog,500,41800,8360,,,Frozen vegetarian chest freezer,"Water, thickeners, vegetable oil, wheat gluten, seasonings, synthetic shrimp flavor",125,3,,13.7,,Package is clear in IMG_0975; several nutrition numbers were obscured. Price verified from the high-resolution crop of IMG_0971 (promotional tag).
P094,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Đậu Hũ Hải Sản Chay (Vegetarian Seafood Tofu),Thoại An,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Seafood-tofu analog,500,43700,8740,,,Frozen vegetarian chest freezer,"Soy milk (30%), water, vegetable oil, wheat gluten, seasonings, synthetic crab flavor",137,3.03,4.32,,603,"Product and 43,700đ shelf tag are visible in IMG_0972 and IMG_0976."
P095,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Cá Kèo Chay (Vegan Spiny Goby),An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Fish analog,500,105000,21000,,,Frozen vegetarian chest freezer,"Soy protein, seaweed, sesame, vegetable oil, salt and pepper",180,12,10,10,740,Front and nutrition panel clear in IMG_0977. online reference price (not store-observed); accessed 2026-09-21: https://www.webtaphoa.vn/collections/all/An%20Nhi%C3%AAn.
P096,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Chả Cá Chay,An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Fish-cake analog,500,65000,13000,,,Frozen vegetarian chest freezer,"Wheat starch, seaweed, vegetable oil, vegan fish sauce, seasoning, sugar, pepper",246,19.7,15.3,7.47,473,Front/back label clear in IMG_0978–0979. online reference price (not store-observed); accessed 2026-09-21: https://www.webtaphoa.vn/collections/all/An%20Nhi%C3%AAn.
P097,2026-09-20,Ho Chi Minh City,Modern Retail,Co.opmart Nguyễn Kiệm,Giò Thủ Chay,An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Cured-meat roll analog,500,95000,19000,,,Frozen vegetarian chest freezer,"Wheat starch, wood-ear mushroom, vegetable oil, vegan fish sauce, sugar, seasoning, pepper",219,18.8,13.4,5.92,645,Nutrition panel clear in IMG_0980–0981; net weight was not visible. online reference price (not store-observed); accessed 2026-09-21: https://www.webtaphoa.vn/collections/all/An%20Nhi%C3%AAn.
